159.226.5.169,"{1: 29086, 28: 16005, 16: 25, 15: 124, 12: 388, 33: 19, 10: 1, 48: 2, 43: 8, 0: 1}"
124.16.136.100,"{1: 38760, 28: 4353, 65: 556, 12: 33, 6: 2, 33: 4}"
124.16.139.141,"{1: 43313, 33: 4}"
159.226.95.32,"{1: 39533, 28: 2712, 12: 301, 0: 12}"
159.226.95.74,"{1: 35538, 28: 1050, 12: 24, 33: 22, 0: 1, 16: 1}"
124.16.139.132,"{1: 27087, 28: 8255, 12: 182, 65: 160, 33: 36, 6: 8}"
10.10.102.62,"{1: 33973, 28: 14}"
124.16.141.243,"{1: 22827, 12: 532, 28: 3950, 65: 2741, 0: 5, 6: 4, 33: 26}"
124.16.141.244,"{1: 26514, 28: 942, 12: 208, 64: 41, 65: 1121, 0: 10, 16: 1}"
10.10.103.188,"{1: 20026, 28: 7982}"
192.168.171.45,"{1: 14875, 28: 12694, 33: 24}"
10.10.103.238,"{28: 12801, 1: 12857}"
10.10.102.13,"{1: 15359, 28: 9100}"
10.10.112.26,"{28: 11994, 1: 12066, 6: 3}"
124.16.141.107,"{28: 10198, 1: 9836, 65: 2887, 12: 18}"
124.16.137.73,"{1: 22536, 28: 62}"
124.16.138.17,"{1: 22434, 28: 78}"
192.168.124.144,"{1: 13375, 28: 9137}"
159.226.95.46,"{1: 13647, 28: 6997, 65: 1552, 12: 62, 64: 16, 0: 4, 6: 14, 33: 3}"
10.10.102.70,{1: 21766}
159.226.95.36,"{1: 14526, 28: 5893, 65: 494, 12: 29, 33: 9, 16: 2}"
10.10.102.175,"{28: 7749, 1: 9793}"
192.168.171.39,"{1: 8830, 28: 8571}"
124.16.138.149,"{1: 15716, 28: 769}"
124.16.139.135,"{28: 7245, 1: 9181, 33: 2}"
192.168.171.71,"{1: 8192, 28: 7993}"
192.168.125.68,"{28: 7929, 1: 8218}"
159.226.5.172,"{1: 14734, 28: 254, 12: 5, 65: 607}"
10.10.111.169,"{1: 9529, 28: 5808}"
192.168.255.91,"{1: 15070, 28: 36}"
159.226.95.70,"{28: 3507, 1: 10885, 65: 477, 12: 40}"
10.10.103.46,"{28: 6765, 1: 6934}"
10.10.111.163,"{1: 8339, 28: 5243}"
10.10.112.72,"{28: 6567, 1: 6759}"
10.10.114.22,"{28: 6492, 1: 6568}"
10.10.110.78,"{28: 4300, 1: 8345}"
10.10.111.111,"{1: 6027, 28: 6013}"
10.10.103.213,{1: 11776}
10.10.102.94,"{1: 5940, 28: 5786}"
10.10.110.46,{1: 11721}
124.16.141.95,"{1: 11563, 28: 1, 43: 2, 33: 1}"
124.16.141.62,"{1: 6511, 28: 4440, 0: 11, 10: 3}"
124.16.141.19,"{1: 8442, 28: 2251, 12: 16}"
10.10.110.5,"{1: 5278, 28: 5256}"
192.168.124.73,"{28: 5201, 1: 5305}"
10.10.102.138,"{28: 1786, 1: 8461}"
10.10.102.42,"{1: 5882, 28: 4106}"
192.168.126.142,"{1: 5262, 28: 4711}"
10.10.110.61,"{1: 5447, 28: 4292}"
10.10.102.97,"{1: 5692, 28: 3980}"
192.168.125.31,"{1: 4801, 28: 4730}"
124.16.136.102,"{28: 2391, 1: 6585, 65: 347, 12: 95, 33: 12}"
10.10.102.48,"{28: 4366, 1: 4834}"
192.168.171.25,"{1: 4582, 28: 4524}"
10.10.113.94,"{1: 4808, 28: 4297}"
124.16.136.75,"{28: 725, 1: 5779, 65: 2577, 6: 8}"
192.168.126.106,"{1: 4548, 28: 4494}"
192.168.171.43,"{1: 6090, 28: 2892}"
192.168.126.159,"{1: 4489, 28: 4429}"
124.16.137.59,"{28: 2574, 1: 3420, 16: 624, 12: 1882, 99: 271, 15: 110, 0: 16}"
192.168.125.28,"{1: 4413, 28: 4355}"
10.10.102.54,"{1: 5839, 28: 2910}"
192.168.126.238,"{1: 4396, 28: 4339}"
192.168.124.177,"{1: 4388, 28: 4331}"
192.168.255.151,"{1: 4388, 28: 4326}"
192.168.126.152,"{28: 4325, 1: 4381}"
124.16.139.161,"{1: 7627, 28: 952, 12: 61, 6: 56, 33: 3}"
192.168.124.192,"{28: 4319, 1: 4374}"
192.168.124.47,"{28: 4319, 1: 4368}"
10.10.112.79,"{28: 4302, 1: 4354}"
192.168.124.220,"{28: 4299, 1: 4357}"
192.168.124.173,"{1: 4356, 28: 4298}"
192.168.125.42,"{1: 4355, 28: 4299}"
192.168.124.181,"{1: 4357, 28: 4296}"
192.168.125.49,"{28: 4293, 1: 4359}"
192.168.126.236,"{28: 4296, 1: 4354}"
192.168.124.204,"{28: 4296, 1: 4353}"
10.10.112.82,"{1: 4353, 28: 4296}"
192.168.124.165,"{28: 4294, 1: 4352}"
192.168.124.39,"{1: 4352, 28: 4293}"
10.10.112.81,"{1: 4351, 28: 4294}"
192.168.125.161,"{28: 4294, 1: 4351}"
192.168.124.8,"{1: 4350, 28: 4294}"
192.168.124.164,"{28: 4295, 1: 4349}"
192.168.124.76,"{28: 4292, 1: 4351}"
192.168.126.233,"{1: 4350, 28: 4293}"
10.10.103.129,"{1: 4186, 28: 4294}"
10.10.103.30,"{1: 3906, 28: 3861}"
124.16.141.58,"{12: 2098, 1: 3868, 28: 1568}"
10.10.112.24,"{1: 3723, 28: 3668}"
159.226.95.45,"{1: 6944, 28: 368, 12: 7, 35: 1, 33: 1}"
124.16.138.16,"{1: 7225, 28: 68}"
124.16.137.120,"{1: 7146, 65: 94, 28: 19, 12: 3}"
159.226.95.43,"{28: 2293, 1: 4716, 33: 10, 12: 150}"
124.16.136.212,"{1: 6749, 65: 75, 28: 113}"
124.16.139.162,"{1: 6438, 65: 84, 28: 219, 33: 65, 12: 2}"
124.16.138.228,{1: 6800}
124.16.140.214,{1: 6754}
10.10.102.122,{1: 6656}
159.226.95.80,"{1: 5107, 28: 1086, 12: 450}"
124.16.136.216,{1: 6595}
192.168.125.47,"{1: 3305, 28: 3286}"
192.168.126.231,"{1: 3305, 28: 3259}"
124.16.136.211,"{1: 6554, 28: 1}"
192.168.126.220,"{1: 3291, 28: 3248}"
192.168.126.216,"{1: 3266, 28: 3216}"
192.168.126.217,"{1: 3287, 28: 3191}"
192.168.126.232,"{1: 3275, 28: 3187}"
192.168.126.223,"{1: 3263, 28: 3192}"
192.168.126.188,"{28: 3204, 1: 3244}"
192.168.126.214,"{1: 3285, 28: 3162}"
192.168.126.215,"{1: 3245, 28: 3195}"
192.168.126.224,"{1: 3204, 28: 3211}"
192.168.126.181,"{28: 3147, 1: 3268}"
192.168.126.213,"{1: 3242, 28: 3165}"
192.168.126.185,"{28: 3145, 1: 3220}"
192.168.126.186,"{1: 3260, 28: 3095}"
192.168.126.218,"{28: 3122, 1: 3227}"
192.168.126.219,"{28: 3121, 1: 3196}"
192.168.126.211,"{1: 3206, 28: 3078}"
159.226.94.157,"{28: 1252, 1: 4880, 65: 117, 12: 10}"
192.168.126.227,"{1: 3146, 28: 3113}"
192.168.126.226,"{1: 3168, 28: 3079}"
192.168.126.184,"{1: 3175, 28: 3068}"
192.168.126.222,"{28: 3032, 1: 3191}"
124.16.139.158,"{1: 4439, 28: 1775, 33: 6}"
124.16.139.177,"{1: 6006, 28: 208}"
192.168.126.221,"{1: 3207, 28: 3002}"
192.168.171.77,"{28: 3119, 1: 3074}"
192.168.126.182,"{1: 3146, 28: 3044}"
124.16.138.230,"{1: 6089, 28: 68}"
124.16.138.66,"{1: 4149, 28: 1963, 0: 36, 12: 1}"
10.10.112.43,"{1: 4394, 28: 1741}"
192.168.126.225,"{1: 3154, 28: 2967}"
124.16.140.35,"{1: 4301, 28: 1793, 0: 1, 12: 2}"
192.168.126.212,"{28: 2960, 1: 3093}"
10.10.110.100,"{28: 3015, 1: 3015}"
124.16.141.9,"{1: 3173, 65: 2065, 28: 607, 12: 71, 6: 24, 16: 32, 33: 2}"
192.168.126.230,"{28: 2877, 1: 3028}"
124.16.141.14,"{1: 5033, 65: 653, 12: 28, 28: 98, 16: 32}"
124.16.141.49,"{1: 4361, 65: 577, 12: 127, 28: 751, 33: 1}"
192.168.126.187,"{1: 2938, 28: 2843}"
192.168.126.229,"{1: 2901, 28: 2775}"
192.168.126.183,"{1: 2968, 28: 2680}"
10.10.102.112,{1: 5613}
124.16.138.103,"{1: 2651, 28: 2907, 33: 5}"
10.10.102.148,"{1: 4278, 28: 1280}"
192.168.126.228,"{1: 2894, 28: 2658}"
124.16.139.252,"{1: 4370, 65: 562, 28: 455, 12: 12, 33: 2}"
124.16.141.24,"{65: 544, 1: 4184, 28: 647, 12: 21}"
124.16.141.83,"{1: 4523, 28: 809}"
10.10.112.44,"{1: 3807, 28: 1499}"
10.10.102.106,{1: 5291}
10.10.102.204,"{1: 4334, 28: 946}"
10.10.103.199,{1: 5246}
10.10.102.171,"{1: 4884, 28: 285}"
10.10.112.42,"{28: 3471, 1: 1622}"
192.168.255.15,{1: 4963}
124.16.136.199,"{1: 2731, 28: 994, 16: 196, 33: 992, 0: 1, 10: 1}"
10.10.103.47,"{1: 2558, 28: 2354}"
10.10.102.102,{1: 4909}
124.16.139.251,"{1: 4819, 28: 2, 0: 1}"
10.10.110.253,"{1: 3821, 28: 1001}"
192.168.255.53,{1: 4766}
124.16.141.69,"{1: 4628, 28: 96, 12: 28}"
192.168.124.114,"{28: 2321, 1: 2347}"
10.10.103.212,{1: 4592}
10.10.111.151,"{1: 2583, 28: 1994}"
10.10.103.172,"{1: 1458, 28: 3099}"
10.10.102.156,{1: 4499}
10.10.103.214,{1: 4499}
124.16.140.41,"{1: 2390, 28: 2006, 12: 5, 65: 7}"
192.168.124.68,"{1: 2236, 28: 2103}"
10.10.112.48,"{1: 2178, 28: 2149}"
10.10.112.73,{1: 4296}
124.16.138.132,"{1: 3949, 33: 175, 6: 27, 28: 96}"
10.10.102.140,"{1: 4140, 28: 64}"
192.168.124.249,"{28: 3647, 1: 422}"
192.168.124.172,"{28: 3479, 1: 571}"
192.168.126.39,"{28: 2048, 1: 1954}"
192.168.126.30,"{28: 3492, 1: 480}"
10.10.102.121,{1: 3971}
10.10.110.76,{1: 3965}
192.168.126.40,"{1: 1934, 28: 2012}"
10.10.103.194,"{28: 1918, 1: 1918}"
192.168.126.207,"{28: 3365, 1: 459}"
192.168.126.208,"{28: 1894, 1: 1907}"
192.168.126.195,"{28: 3432, 1: 324}"
192.168.125.146,"{1: 1895, 28: 1814}"
159.226.95.60,"{1: 2853, 12: 421, 28: 435}"
10.10.111.142,"{1: 3652, 28: 35}"
124.16.138.139,"{1: 3599, 28: 37}"
192.168.124.252,"{1: 400, 28: 3200}"
124.16.141.114,"{1: 2890, 28: 655, 16: 33, 6: 6, 33: 5}"
192.168.126.206,"{1: 1807, 28: 1779}"
192.168.126.247,"{28: 3176, 1: 299}"
124.16.141.82,"{1: 2797, 28: 598, 33: 23, 16: 46}"
192.168.126.246,"{28: 3170, 1: 280}"
192.168.124.155,"{28: 1698, 1: 1746}"
159.226.95.40,"{28: 1782, 1: 1488, 33: 47, 12: 82, 16: 9, 0: 8, 10: 4}"
124.16.137.58,"{15: 66, 1: 1045, 28: 552, 43: 57, 48: 23, 2: 3, 255: 1652, 5: 4}"
124.16.141.20,"{1: 2350, 28: 687, 33: 1, 65: 325, 16: 26, 12: 2}"
192.168.255.89,"{1: 3355, 28: 8}"
10.10.112.49,"{28: 1965, 1: 1384, 33: 2}"
124.16.141.40,"{33: 19, 1: 3077, 28: 184, 16: 6, 12: 6}"
192.168.126.165,"{28: 1610, 1: 1652}"
10.10.103.15,{1: 3240}
124.16.136.209,"{1: 1178, 12: 1457, 15: 37, 28: 425, 16: 9}"
10.10.102.120,{1: 3056}
124.16.141.81,"{1: 2809, 12: 185, 28: 57}"
124.16.138.48,"{12: 1989, 1: 917, 28: 139}"
10.10.112.46,"{28: 1855, 1: 1141}"
124.16.139.169,"{1: 2947, 12: 2, 28: 2}"
124.16.138.128,"{1: 1573, 28: 1363}"
124.16.141.65,"{1: 2746, 28: 106, 12: 5}"
10.10.112.50,"{28: 1756, 1: 1096}"
10.10.27.3,{1: 2814}
124.16.139.253,"{1: 2097, 65: 240, 12: 7, 28: 460}"
10.10.102.61,"{1: 2779, 28: 15}"
10.10.102.64,"{1: 2772, 28: 14}"
10.10.102.101,{1: 2761}
124.16.141.38,"{1: 2142, 28: 609}"
10.10.103.25,"{1: 2722, 28: 16}"
192.168.255.27,{1: 2724}
192.168.255.31,{1: 2718}
10.10.102.63,"{1: 2700, 28: 14}"
124.16.139.140,"{1: 1431, 28: 1230, 33: 4}"
10.10.102.41,"{1: 1685, 28: 947}"
10.10.103.162,"{1: 1307, 28: 1281}"
10.10.102.103,{1: 2588}
10.10.102.84,"{28: 1263, 1: 1301}"
10.10.102.182,"{1: 2188, 28: 371}"
124.16.141.125,"{1: 2400, 28: 132, 16: 22}"
124.16.138.125,"{1: 1434, 28: 1085}"
10.10.112.200,{1: 2474}
124.16.136.213,"{1: 2413, 28: 34, 12: 6, 33: 1}"
124.16.141.79,"{1: 1856, 28: 552, 33: 31}"
124.16.139.148,"{1: 2402, 28: 28, 12: 1}"
124.16.141.63,"{1: 2245, 28: 102}"
10.10.114.24,"{28: 1152, 1: 1176}"
124.16.141.73,{1: 2327}
192.168.126.42,"{1: 1689, 28: 608}"
124.16.138.183,"{1: 771, 28: 1452, 12: 35, 33: 15, 6: 4}"
10.10.112.59,"{1: 1208, 28: 1066}"
124.16.141.92,{1: 2259}
124.16.138.64,"{1: 2193, 28: 55}"
124.16.141.116,{1: 2248}
10.10.102.201,"{1: 2215, 28: 29}"
10.10.112.55,"{28: 1021, 1: 1185}"
10.10.112.54,"{28: 1009, 1: 1183}"
124.16.141.29,{1: 2178}
10.10.112.61,"{1: 1189, 28: 948}"
124.16.141.45,"{1: 2097, 28: 8, 12: 2}"
10.10.114.227,"{1: 1787, 28: 306}"
10.10.103.208,{1: 2080}
124.16.140.65,{1: 2074}
192.168.255.14,{1: 2041}
10.10.103.195,"{1: 2033, 28: 2}"
88.80.186.137,{1: 2035}
124.16.141.76,"{1: 1874, 28: 100, 33: 4, 16: 40}"
192.168.125.46,"{28: 979, 1: 1036}"
124.16.141.16,{1: 2011}
124.16.136.113,"{1: 1785, 65: 198, 16: 10, 28: 2}"
185.94.111.1,{255: 1988}
192.168.132.91,"{1: 1956, 28: 12}"
124.16.141.8,"{1: 1272, 28: 635, 33: 28, 16: 30}"
10.10.112.52,"{28: 824, 1: 1127}"
10.10.111.49,"{28: 943, 1: 957}"
124.16.141.84,{1: 1878}
124.16.141.120,{1: 1854}
10.10.26.148,{1: 1831}
10.10.111.161,"{1: 1080, 28: 733}"
124.16.138.134,"{12: 1016, 28: 591, 1: 133, 33: 1}"
124.16.139.174,"{1: 1712, 28: 3, 12: 3}"
47.101.219.163,{1: 1717}
124.16.141.183,"{1: 518, 12: 1189}"
124.16.138.91,"{1: 1100, 28: 582}"
10.10.102.88,"{28: 832, 1: 847}"
10.10.111.159,"{1: 1116, 28: 544}"
124.16.141.86,"{1: 1620, 28: 3}"
10.10.111.181,"{1: 917, 28: 670}"
10.10.102.37,"{1: 1056, 28: 527}"
124.16.141.152,"{28: 991, 1: 588}"
124.16.141.1,"{1: 1407, 28: 84, 33: 7, 16: 34}"
47.242.38.94,{1: 1530}
124.16.141.46,"{1: 698, 28: 764, 12: 14, 6: 24}"
124.16.138.26,"{1: 1402, 28: 98}"
192.168.124.12,"{28: 654, 1: 830}"
159.226.95.112,"{28: 732, 1: 732}"
159.226.95.21,"{28: 732, 1: 729}"
124.16.141.17,{1: 1449}
124.16.141.127,"{1: 1165, 28: 225, 16: 49, 6: 4}"
124.16.141.97,"{1: 861, 28: 538, 16: 38}"
192.168.124.131,"{1: 779, 28: 639}"
10.10.102.39,"{28: 462, 1: 949}"
124.16.138.60,"{28: 1404, 0: 2, 1: 4}"
124.16.141.67,"{1: 1158, 28: 224, 65: 18}"
192.168.255.125,"{28: 698, 1: 698}"
159.226.95.63,"{1: 734, 28: 627}"
124.16.139.165,{1: 1353}
124.16.141.54,"{1: 965, 33: 246, 6: 21, 28: 85, 16: 35}"
159.226.95.109,"{28: 607, 1: 732}"
124.16.141.42,"{1: 1314, 28: 2}"
124.16.141.102,"{1: 1294, 28: 13, 12: 2, 35: 1, 33: 1}"
124.16.136.79,{1: 1291}
192.168.255.172,"{28: 641, 1: 641}"
192.168.255.171,"{28: 640, 1: 640}"
159.226.95.19,"{1: 609, 28: 610, 12: 61}"
159.226.95.81,"{1: 610, 28: 669}"
192.168.124.23,"{28: 556, 1: 701}"
10.10.112.102,"{28: 623, 1: 632}"
10.10.103.167,"{1: 810, 28: 422}"
10.10.110.121,"{28: 609, 1: 619}"
159.226.95.55,"{1: 610, 28: 607}"
124.16.141.66,{1: 1201}
10.10.102.2,"{1: 954, 28: 210}"
124.16.141.113,"{1: 933, 33: 194, 6: 18}"
124.16.136.101,"{1: 981, 65: 14, 28: 6, 12: 127}"
10.10.102.12,"{28: 581, 1: 547}"
10.10.112.47,"{1: 562, 28: 564}"
124.16.141.21,{1: 1120}
124.16.141.94,"{16: 34, 1: 962, 28: 117}"
10.10.112.112,"{1: 881, 28: 226}"
159.226.95.126,"{28: 549, 1: 549}"
159.226.95.54,"{28: 547, 1: 549}"
159.226.95.12,"{1: 549, 28: 546}"
159.226.95.53,"{28: 549, 1: 546}"
159.226.95.13,"{1: 546, 28: 543}"
124.16.138.24,"{12: 1054, 1: 2, 28: 1, 16: 2}"
10.10.110.48,"{1: 684, 28: 328}"
10.10.112.3,"{28: 196, 1: 812}"
10.10.102.80,{1: 1003}
10.10.112.83,"{1: 522, 28: 476}"
124.16.141.91,"{1: 979, 28: 7}"
10.10.111.168,"{28: 333, 1: 645}"
159.226.95.2,"{28: 488, 1: 488}"
159.226.95.115,"{28: 488, 1: 488}"
159.226.95.30,"{1: 488, 28: 488}"
159.226.95.35,"{28: 488, 1: 488}"
192.168.171.81,"{28: 462, 1: 513}"
159.226.95.25,"{28: 488, 1: 486}"
159.226.95.106,"{28: 488, 1: 485}"
124.16.138.92,"{1: 659, 28: 307, 12: 2}"
192.168.124.148,{1: 967}
192.168.124.82,"{1: 471, 28: 471}"
124.16.141.106,"{16: 45, 1: 448, 28: 421, 12: 24}"
124.16.139.168,{1: 933}
124.16.141.197,"{16: 4, 1: 468, 28: 456}"
124.16.141.126,{1: 920}
159.226.95.15,"{28: 427, 1: 488}"
124.16.139.145,"{1: 890, 28: 16}"
10.10.112.104,"{1: 613, 28: 268}"
124.16.141.13,{1: 873}
10.10.112.53,"{1: 409, 28: 450}"
159.226.95.62,"{28: 366, 1: 488}"
159.226.95.4,"{1: 427, 28: 427}"
159.226.95.90,"{1: 427, 28: 427}"
159.226.95.11,"{1: 488, 28: 366}"
159.226.95.56,"{1: 427, 28: 427}"
159.226.95.108,"{1: 427, 28: 427}"
124.16.138.119,"{28: 399, 1: 306, 43: 69, 0: 13, 48: 35, 10: 11, 33: 14, 12: 4}"
159.226.95.27,"{1: 427, 28: 424}"
10.10.112.56,"{28: 416, 1: 431}"
124.16.141.6,"{1: 635, 28: 160, 16: 30}"
124.16.136.251,"{12: 512, 6: 31, 1: 228, 28: 25, 33: 4, 15: 1}"
10.10.112.88,"{1: 646, 28: 150}"
10.10.102.202,"{1: 629, 28: 162}"
124.16.141.18,"{1: 689, 28: 98}"
159.226.95.6,"{1: 388, 28: 398}"
10.10.112.105,"{1: 566, 28: 219}"
10.10.113.92,"{1: 390, 28: 390}"
10.10.111.96,"{1: 749, 28: 24}"
124.16.138.31,"{1: 394, 28: 307, 33: 19, 0: 10, 12: 10, 10: 3}"
10.10.111.106,"{1: 698, 28: 42}"
10.10.102.178,"{1: 376, 28: 360}"
10.10.114.229,"{1: 390, 28: 344}"
10.10.114.225,"{1: 466, 28: 267}"
159.226.95.3,"{1: 366, 28: 366}"
159.226.95.23,"{1: 366, 28: 366}"
159.226.95.18,"{28: 366, 1: 366}"
159.226.95.118,"{28: 366, 1: 366}"
159.226.95.57,"{28: 366, 1: 366}"
159.226.95.91,"{28: 366, 1: 366}"
159.226.95.50,"{1: 366, 28: 366}"
159.226.95.8,"{1: 427, 28: 305}"
159.226.95.16,"{1: 365, 28: 366}"
159.226.95.10,"{1: 363, 28: 366}"
10.10.114.228,"{1: 440, 28: 281}"
192.168.171.53,"{28: 349, 1: 370}"
124.16.141.47,"{1: 705, 28: 10}"
124.16.137.55,"{12: 704, 1: 10}"
124.16.138.71,"{1: 428, 28: 284}"
10.10.103.31,"{1: 697, 28: 14}"
10.10.112.58,"{28: 390, 1: 319}"
10.10.112.64,"{1: 324, 28: 374}"
10.10.103.35,"{1: 372, 28: 320}"
10.10.112.62,"{28: 284, 1: 407}"
192.168.126.172,"{1: 557, 28: 133}"
10.10.112.103,"{1: 349, 28: 337}"
10.10.112.51,"{1: 353, 28: 327}"
10.10.112.67,"{1: 655, 28: 17}"
