domain,num_aaaa_fail,rate_all,num_aaaa_all,num_aaaa_success,rate_aaaa_fail
v96.douyinvod.com,2,0.00%,2,0,100.00%
services.ao.space,2,0.00%,2,0,100.00%
res.space.eulix.xyz,2,0.00%,2,0,100.00%
jp19.graniterapids.com,2,0.00%,2,0,100.00%
tapi.sooyooj.com,2,0.00%,2,0,100.00%
api.sooyooj.com,2,0.00%,2,0,100.00%
gs.wlb.gosuncdn.com,2,0.00%,2,0,100.00%
m701.music.126.net.163jiasu.com,2,0.00%,2,0,100.00%
h20180.www2.hp.com,2,0.00%,2,0,100.00%
bbs.tianya.cn,2,0.00%,2,0,100.00%
medical-cms.cdn.bcebos.com,2,0.00%,2,0,100.00%
medical-kg.cdn.bcebos.com,2,0.00%,2,0,100.00%
aloc-offline-temp.amap.com,2,0.00%,2,0,100.00%
p3.img.cctvpic.com,2,0.00%,4,2,50.00%
dl-edge.smartscreen.microsoft.com,2,0.00%,2,0,100.00%
amp-api.music.apple.com,2,0.00%,4,2,50.00%
vw.faw-vw.com,2,0.00%,2,0,100.00%
v5-cold.douyinvod.com,2,0.00%,2,0,100.00%
ip-info-gcp.ff.avast.com,2,0.00%,2,0,100.00%
2.anolis.pool.ntp.org,2,0.00%,2,0,100.00%
n3plcpnl0276.prod.ams3.secureserver.net,2,0.00%,2,0,100.00%
zzl-graphics.mybranchbob.com,2,0.00%,2,0,100.00%
forum.open3d.org,2,0.00%,2,0,100.00%
badjs2.qq.com,2,0.00%,2,0,100.00%
ws.stream.qqmusic.qq.com,2,0.00%,4,2,50.00%
TrANSiT1.WSlOG.CHInanETceNTEr.cOM,2,0.00%,2,0,100.00%
MaMbAP2PVODH5.8686C.coM,2,0.00%,2,0,100.00%
ClieNtLOGVoDp2p.HaPlaT.nEt,2,0.00%,2,0,100.00%
cms.tianyaui.com,2,0.00%,2,0,100.00%
book.tianya.cn,2,0.00%,2,0,100.00%
s2-10623.kwimgs.com,2,0.00%,4,2,50.00%
img3.tianyaui.com,2,0.00%,2,0,100.00%
img3.laibafile.cn,2,0.00%,2,0,100.00%
biz.tianya.cn,2,0.00%,2,0,100.00%
bei.tianya.cn,2,0.00%,2,0,100.00%
sx.tianya.cn,2,0.00%,2,0,100.00%
help.tianya.cn,2,0.00%,2,0,100.00%
join.tianya.cn,2,0.00%,2,0,100.00%
sz.tianya.cn,2,0.00%,2,0,100.00%
travel.tianya.cn,2,0.00%,2,0,100.00%
click.tianyaui.com,2,0.00%,2,0,100.00%
yuqing.tianya.cn,2,0.00%,2,0,100.00%
zc.tianya.cn,2,0.00%,2,0,100.00%
cq.tianya.cn,2,0.00%,2,0,100.00%
cul.tianya.cn,2,0.00%,2,0,100.00%
emo.tianya.cn,2,0.00%,2,0,100.00%
ent.tianya.cn,2,0.00%,2,0,100.00%
fashion.tianya.cn,2,0.00%,2,0,100.00%
fj.tianya.cn,2,0.00%,2,0,100.00%
music.stackexchange.com,2,0.00%,2,0,100.00%
www.kaggle.com,2,0.00%,2,0,100.00%
mumu-store-api.webapp.163.com,2,0.00%,2,0,100.00%
transition.yonghuivip.com,2,0.00%,2,0,100.00%
p12-buy.itunes.apple.com,2,0.00%,2,0,100.00%
yunpan.360.cn,2,0.00%,2,0,100.00%
muchongimg.xmcimg.com,2,0.00%,2,0,100.00%
activity.qz100.com,2,0.00%,2,0,100.00%
mob.muchong.com,2,0.00%,2,0,100.00%
src.100tal.com,2,0.00%,2,0,100.00%
s3-us-west-1.amazonaws.com,2,0.00%,2,0,100.00%
buy.springer.com,2,0.00%,2,0,100.00%
rawtkd.classic.kicksite.net,2,0.00%,2,0,100.00%
msitepp-fm.jd.com.gslb.qianxun.com,2,0.00%,2,0,100.00%
jp27.graniterapids.com,2,0.00%,2,0,100.00%
www.iconfont.cn,2,0.00%,2,0,100.00%
c1.microsoft.com,2,0.00%,2,0,100.00%
gd.tianya.cn,2,0.00%,2,0,100.00%
guizhou.tianya.cn,2,0.00%,2,0,100.00%
gx.tianya.cn,2,0.00%,2,0,100.00%
hunan.tianya.cn,2,0.00%,2,0,100.00%
news.tianya.cn,2,0.00%,2,0,100.00%
nong.tianya.cn,2,0.00%,2,0,100.00%
sanya.tianya.cn,2,0.00%,2,0,100.00%
pinpai.tianya.cn,2,0.00%,2,0,100.00%
sd.tianya.cn,2,0.00%,2,0,100.00%
sc.tianya.cn,2,0.00%,2,0,100.00%
s3m2.nzwgs.com,2,0.00%,2,0,100.00%
api.paradox-interactive.com,2,0.00%,2,0,100.00%
dorangesource.alicdn.com,2,0.00%,5,3,40.00%
office-imm-tmp-cn-beijing.oss-cn-beijing.aliyuncs.com,2,0.00%,2,0,100.00%
pjp1-collabhubrtc.officeapps.live.com,2,0.00%,2,0,100.00%
p4.qhimg.com,2,0.00%,2,0,100.00%
www.diyifanwen.com,2,0.00%,2,0,100.00%
xt.tiantianbannixue.com,2,0.00%,2,0,100.00%
ad-pay.sunlands.com,2,0.00%,2,0,100.00%
ggtf.sunland.org.cn,2,0.00%,2,0,100.00%
mail.nferribyallots.tk,2,0.00%,2,0,100.00%
acquire.privy-staging-pr-3135.privy-staging.com,2,0.00%,2,0,100.00%
hr11.graniterapids.com,2,0.00%,2,0,100.00%
gbc8.sg1.as.criteo.com,2,0.00%,2,0,100.00%
gem.gbc.criteo.com,2,0.00%,2,0,100.00%
content.mtime.com,2,0.00%,2,0,100.00%
dev.g.alicdn.com,2,0.00%,2,0,100.00%
ccp-bj29-video-preview.oss-enet.aliyuncs.com,2,0.00%,2,0,100.00%
bj29-enet.cn-beijing.data.alicloudccp.com,2,0.00%,2,0,100.00%
twgame02.graniterapids.com,2,0.00%,2,0,100.00%
ishigaki.stands.coffee,2,0.00%,2,0,100.00%
imgets.58.com,2,0.00%,2,0,100.00%
ucs.query.yahoo.com,2,0.00%,2,0,100.00%
exo.nel.measure.office.net,2,0.00%,5,3,40.00%
dict.org,2,0.00%,2,0,100.00%
se2.360simg.com,2,0.00%,4,2,50.00%
se3.360simg.com,2,0.00%,2,0,100.00%
forum.qt.io,2,0.00%,2,0,100.00%
97b54cb9ee3d4489b0efbd0431bf8fa9.fp.measure.office.com,2,0.00%,2,0,100.00%
deb.opera.com,2,0.00%,2,0,100.00%
mail.uaqgov.ae,2,0.00%,2,0,100.00%
gw.kylinos.cn,2,0.00%,2,0,100.00%
ysdk.qq.com,2,0.00%,2,0,100.00%
p203-keyvalueservice.icloud.com.cn,2,0.00%,2,0,100.00%
datetime360.com,2,0.00%,2,0,100.00%
pubads.g.doubleclick.net,2,0.00%,4,2,50.00%
ads.vidoomy.com,2,0.00%,2,0,100.00%
ca8cf3910ad737842a582a60384cf7db.safeframe.googlesyndication.com,2,0.00%,2,0,100.00%
38.push2.eastmoney.com,2,0.00%,4,2,50.00%
3.push2.eastmoney.com,2,0.00%,4,2,50.00%
javis486.blog.csdn.net,2,0.00%,2,0,100.00%
res-1.cdn.office.net,2,0.00%,5,3,40.00%
e.feiq18.com,2,0.00%,2,0,100.00%
s3m7.nzwgs.com,2,0.00%,2,0,100.00%
sns-img-bd.xhscdn.com,2,0.00%,2,0,100.00%
static.zhihu.com.cdn.dnsv1.com,2,0.00%,6,4,33.33%
www.pcw365.com,2,0.00%,2,0,100.00%
www.52cad.com,2,0.00%,2,0,100.00%
82.ucp-ntfy.kaspersky-labs.com,2,0.00%,2,0,100.00%
e.hina.com,2,0.00%,2,0,100.00%
oss.hina.com,2,0.00%,2,0,100.00%
coder.hinapower.cn,2,0.00%,2,0,100.00%
cl2.apple.com,2,0.00%,4,2,50.00%
maMbaP2pvODh5.8686C.Com,2,0.00%,2,0,100.00%
CLIENtLoGvodP2p.HAPlaT.NEt,2,0.00%,2,0,100.00%
tRanSIT1.wsLoG.CHinANEtCeNtEr.cOM,2,0.00%,2,0,100.00%
ipm.corel.com,2,0.00%,4,2,50.00%
mAMbAP2PvoDH5.8686C.cOM,2,0.00%,2,0,100.00%
transIT1.WSlOG.cHinanETcenTer.COm,2,0.00%,2,0,100.00%
cLIenTLOGvODP2p.haplaT.NEt,2,0.00%,2,0,100.00%
bullet-ws.hitv.com,2,0.00%,2,0,100.00%
slp2p-east-std41.oray.net,2,0.00%,2,0,100.00%
dy-vod-f.bytegslb.com,2,0.00%,2,0,100.00%
CliENTloGvOdp2p.HaPlat.nET,2,0.00%,2,0,100.00%
trAnsIT1.WsLoG.CHINANeTCenteR.CoM,2,0.00%,2,0,100.00%
mAMbap2pvoDH5.8686C.Com,2,0.00%,2,0,100.00%
bioinfo.ict.ac.cn,2,0.00%,2,0,100.00%
gateway.hinapower.cn,2,0.00%,2,0,100.00%
slp2p-east-std20.oray.net,2,0.00%,2,0,100.00%
a.xywy.com,2,0.00%,2,0,100.00%
pub1.wkimg.com,2,0.00%,2,0,100.00%
stat.xywy.com,2,0.00%,2,0,100.00%
js.static.xywy.com,2,0.00%,2,0,100.00%
css.static.xywy.com,2,0.00%,2,0,100.00%
scs.static.xywy.com,2,0.00%,2,0,100.00%
xs3.op.xywy.com,2,0.00%,2,0,100.00%
static.wkimg.com,2,0.00%,2,0,100.00%
i1.wkimg.com,2,0.00%,2,0,100.00%
i0.wkimg.com,2,0.00%,2,0,100.00%
bdmm.xywy.com,2,0.00%,2,0,100.00%
zy.static.xywy.com,2,0.00%,2,0,100.00%
wrskynet-oregon.s3-us-west-2.amazonaws.com,2,0.00%,2,0,100.00%
adsense.feiq18.com,2,0.00%,2,0,100.00%
www.jsr9.com,2,0.00%,2,0,100.00%
pan.ios.ac.cn,2,0.00%,2,0,100.00%
m.chunyuyisheng.com,2,0.00%,2,0,100.00%
v83-016.douyinvod.com.w.cdngslb.com,2,0.00%,4,2,50.00%
v27-a.douyinvod.com,2,0.00%,2,0,100.00%
a.chunyuyisheng.com,2,0.00%,2,0,100.00%
CLIenTlOGvOdP2P.HaPlAt.nEt,2,0.00%,2,0,100.00%
asia3.akam.net,2,0.00%,2,0,100.00%
apkgf5hg.sched.v1hw-dk.tdnsvod1.cn.cvod.vwnti.yrzhcloud.cn,2,0.00%,6,4,33.33%
tsbrowser.xiangtatech.com.w.kunlungr.com,2,0.00%,2,0,100.00%
mfn-sched.jcloud-cdn.com,2,0.00%,2,0,100.00%
cdnfile2.msstatic.com.w.kunlunhuf.com,2,0.00%,2,0,100.00%
data-leopard1.vip.meituan.com,2,0.00%,2,0,100.00%
public-ws-ubiservices.ubi.com,2,0.00%,2,0,100.00%
i2.itc.cn,2,0.00%,3,1,66.67%
is.snssdk.com.xi.zwtianshangm.com,2,0.00%,2,0,100.00%
ts4.cn.mm.bing.net.lxcvc.com,2,0.00%,2,0,100.00%
d1tarwsje7tj10.cloudfront.net,2,0.00%,2,0,100.00%
jlw00x9vk3e5020j.aliyunddos1026.com,2,0.00%,2,0,100.00%
connectivity-check.ubuntu.com.HOST,2,0.00%,2,0,100.00%
smt.admaster.com.cn,2,0.00%,2,0,100.00%
lf.esf.fang.com,2,0.00%,2,0,100.00%
clzzzxbf.cilizhizhu.club,2,0.00%,2,0,100.00%
clzzfzlj.cilizhizhu.club,2,0.00%,2,0,100.00%
uploads.gamecoast.net,2,0.00%,2,0,100.00%
h30155.www3.hp.com,2,0.00%,2,0,100.00%
accounts.logi.com,2,0.00%,2,0,100.00%
www.weain.mil.cn,2,0.00%,2,0,100.00%
mail.weain.mil.cn,2,0.00%,2,0,100.00%
inst-fs-yul-prod.inscloudgate.net,2,0.00%,2,0,100.00%
relay-yul.sentry.insops.net,2,0.00%,2,0,100.00%
stat.myzaker.com.w.kunlungr.com,2,0.00%,2,0,100.00%
a11224-20946131.cluster222.canvas-user-content.com,2,0.00%,2,0,100.00%
prod-ca-central-1.ally.ac,2,0.00%,2,0,100.00%
sf3-cn.feishucdn.com.w.cdngslb.com,2,0.00%,2,0,100.00%
unpkg.byted-static.com.w.alikunlun.com,2,0.00%,2,0,100.00%
46kwytew.sched.skalego-dk.tdnsstic1.cn,2,0.00%,4,2,50.00%
audio.ali.xmcdn.com.w.alikunlun.com,2,0.00%,4,2,50.00%
dynapix.jp,2,0.00%,2,0,100.00%
appdl-3-drcn.dbankcdn.com.a.bdydns.com,2,0.00%,2,0,100.00%
appdl-12-drcn.dbankcdn.com.akamaized.net,2,0.00%,2,0,100.00%
a1939.d.akamai.net,2,0.00%,2,0,100.00%
opencdnhwapp.jomodns.com,2,0.00%,2,0,100.00%
midas.gtimg.cn.sched.legopic1.tdnsv6.com,2,0.00%,2,0,100.00%
mg.uu.163.com,2,0.00%,2,0,100.00%
trackermore.dler.org,2,0.00%,2,0,100.00%
t02img.yangkeduo.com,2,0.00%,3,1,66.67%
apps.itunes.apple.com.edgekey.net,2,0.00%,5,3,40.00%
pd-cdn.itunes-apple.com.akadns.net,2,0.00%,5,3,40.00%
n.cg.163.com,2,0.00%,2,0,100.00%
so0ujcb41lj79j3aguf20s3o7st09ih4i8c6nqlps4nqsql36p0fue10.tt.x.bsgslb.cn,2,0.00%,2,0,100.00%
imeres.baidu.com,2,0.00%,2,0,100.00%
imeres.baidu.com.a.bdydns.com,2,0.00%,2,0,100.00%
mstatic.cdn.bcebos.com,2,0.00%,4,2,50.00%
selfpage-gips.cdn.bcebos.com.a.bdydns.com,2,0.00%,2,0,100.00%
f2video.gslb.sinaedge.com,2,0.00%,4,2,50.00%
iosapps-cn-lb.dl-apple.com.akadns.net,2,0.00%,2,0,100.00%
notifications.liquipedia.net,2,0.00%,2,0,100.00%
p212-fmf.icloud.com.cn,2,0.00%,2,0,100.00%
home-packages.chinauos.com,2,0.00%,2,0,100.00%
adutp-corner.oss-cn-beijing.aliyuncs.com,2,0.00%,2,0,100.00%
opencdnspyv6.jomodns.com,2,0.00%,4,2,50.00%
kuaishou.httpdns.pro,2,0.00%,2,0,100.00%
mon11-misc-lf.fqnovel.com,2,0.00%,4,2,50.00%
d2f1dr3088xot5.cloudfront.net,2,0.00%,3,1,66.67%
ns2.sap-ag.de,2,0.00%,2,0,100.00%
ns4.sap-ag.de,2,0.00%,2,0,100.00%
ns.sap-ag.de,2,0.00%,2,0,100.00%
ns3.sap-ag.de,2,0.00%,2,0,100.00%
ccleaner.tools.avcdn.net,2,0.00%,6,4,33.33%
update.equinox.io.herokudns.com,2,0.00%,2,0,100.00%
p216-fmipmobile.icloud.com.cn,2,0.00%,2,0,100.00%
p14-fmip.icloud.com.cn,2,0.00%,2,0,100.00%
p216-escrowproxy.icloud.com.cn,2,0.00%,2,0,100.00%
b5006751.iavs9x.avg.u.avcdn.net,2,0.00%,3,1,66.67%
b0017156.iavs9x.avg.u.avcdn.net,2,0.00%,4,2,50.00%
s1299785.iavs9x.avg.u.avcdn.net,2,0.00%,4,2,50.00%
TRANSit1.wsloG.CHiNanEtcenteR.COM,2,0.00%,2,0,100.00%
MAMBaP2PvodH5.8686c.COM,2,0.00%,2,0,100.00%
CLIENTlOGVODP2P.HapLat.nET,2,0.00%,2,0,100.00%
transiT2.wsLog.CHInaNETCentEr.CoM,2,0.00%,2,0,100.00%
v26.ToutiaOvOD.COm,2,0.00%,2,0,100.00%
cLIEnTlOGvoDP2P.HAPLAt.NET,2,0.00%,2,0,100.00%
TrAnSIT1.WSlog.CHINANeTCEntEr.com,2,0.00%,2,0,100.00%
mambAP2PVODH5.8686C.COM,2,0.00%,2,0,100.00%
p2.music.126.net,2,0.00%,5,3,40.00%
s1.music.126.net,2,0.00%,2,0,100.00%
2005517.sched.dma.tdnsdl1.cn,2,0.00%,2,0,100.00%
ldc.mbgcdn.lenovo.com.cn,2,0.00%,2,0,100.00%
hivoice-drcn-emui-dbankcloud-com-drcn.appacc.dbankedge.net,2,0.00%,2,0,100.00%
et.softidc.gaofangm.com,2,0.00%,2,0,100.00%
imlp-static.cdn.bcebos.com,2,0.00%,2,0,100.00%
leads.baidu.com,2,0.00%,2,0,100.00%
imlong-sa-p05-drcn.platform.dbankcloud.cn,2,0.00%,2,0,100.00%
im-drcn-platform-dbankcloud-cn-drcn.appacc.dbankedge.net,2,0.00%,2,0,100.00%
imgs.easyliao.com,2,0.00%,2,0,100.00%
www.ccf.org.cn,2,0.00%,2,0,100.00%
bidder.am5.vip.prod.criteo.com,2,0.00%,2,0,100.00%
js-sec.indexww.com,2,0.00%,2,0,100.00%
eus.rubiconproject.com,2,0.00%,2,0,100.00%
js-sec.casalemedia.com.edgekey.net,2,0.00%,2,0,100.00%
secure-adnxs.edgekey.net,2,0.00%,2,0,100.00%
eus.rubiconproject.com.edgekey.net,2,0.00%,2,0,100.00%
e8037.g.akamaiedge.net,2,0.00%,2,0,100.00%
sjc-bh.contextweb.com,2,0.00%,2,0,100.00%
e6115.g.akamaiedge.net,2,0.00%,2,0,100.00%
e8960.b.akamaiedge.net,2,0.00%,2,0,100.00%
htlb.casalemedia.com.cdn.cloudflare.net,2,0.00%,2,0,100.00%
btlr-ecs-ap-southeast-1.sharethrough.com,2,0.00%,2,0,100.00%
hbopenbid-sg.pubmatic.com,2,0.00%,2,0,100.00%
bid.contextweb.com,2,0.00%,2,0,100.00%
apex.go.sonobi.com,2,0.00%,2,0,100.00%
sjc-bid.contextweb.com,2,0.00%,2,0,100.00%
vap.lijit.com,2,0.00%,2,0,100.00%
hbopenbid-sgc.pubmatic.com,2,0.00%,2,0,100.00%
e.relay.bid,2,0.00%,2,0,100.00%
prod.ups-ats.ap-northeast-1.aolp-ds-prd.aws.oath.cloud,2,0.00%,2,0,100.00%
microsoft.geo.appnexusgslb.net,2,0.00%,2,0,100.00%
e607.d.akamaiedge.net,2,0.00%,2,0,100.00%
prod-pdx-beacon-1406086907.us-west-2.elb.amazonaws.com,2,0.00%,2,0,100.00%
rogs.japanwest.cloudapp.azure.com,2,0.00%,2,0,100.00%
cmfilehelper.weixin.qq.com,2,0.00%,2,0,100.00%
m804.music.126.net.w.kunluncan.com,2,0.00%,2,0,100.00%
tcioutsunfb6ue7ldc12u7sahthbh6vmohlb45vl9tjh6mqqbtdvv4ig.qc.x.bsgslb.cn,2,0.00%,2,0,100.00%
1608227385.D4EE071FA772.device.hiwifi.com,2,0.00%,2,0,100.00%
1608227436.D4EE071FA772.device.hiwifi.com,2,0.00%,2,0,100.00%
j9121315.avi18.u.avcdn.net,2,0.00%,4,2,50.00%
m6211579.avi18.u.avcdn.net,2,0.00%,4,2,50.00%
x8960797.avi18.u.avcdn.net,2,0.00%,4,2,50.00%
95.push2.eastmoney.com,2,0.00%,4,2,50.00%
xpis.alicdn.com,2,0.00%,2,0,100.00%
antibot.qq.com,2,0.00%,2,0,100.00%
img1.gtimg.com,2,0.00%,4,2,50.00%
tj.video.qq.com,2,0.00%,2,0,100.00%
vd.l.qq.com,2,0.00%,2,0,100.00%
docs.microsoft.com-c.edgekey.net,2,0.00%,2,0,100.00%
docs.microsoft.com-c.edgekey.net.globalredir.akadns.net,2,0.00%,2,0,100.00%
boss.hdslb.com.download.ks-cdn.com,2,0.00%,4,2,50.00%
discovery.mbgcdn.lenovo.com.cn,2,0.00%,2,0,100.00%
sstats.adobe.com,2,0.00%,2,0,100.00%
sslsharev6.jomodns.com,2,0.00%,4,2,50.00%
dgss1.bdstatic.com,2,0.00%,4,2,50.00%
7.perf.msedge.net,2,0.00%,2,0,100.00%
c-ring.c-9999.c-msedge.net,2,0.00%,2,0,100.00%
weiboimgwx.gslb.sinaedge.com,2,0.00%,11,9,18.18%
pinduoduoimg.yangkeduo.com,2,0.00%,4,2,50.00%
pinduoduoimg.pddcdn.com,2,0.00%,4,2,50.00%
pinduoduoimg.yangkeduo.com.bsgslb.cn,2,0.00%,4,2,50.00%
zpinddipv6-1.v.bsgslb.cn,2,0.00%,4,2,50.00%
picx.zhimg.com.bytexns.com,2,0.00%,4,2,50.00%
acstatic-dun.126.net.163jiasu.com,2,0.00%,2,0,100.00%
www.chinadiplomacy.org.cn,2,0.00%,2,0,100.00%
intercom.io,2,0.00%,2,0,100.00%
i11.hoopchina.com.cn.cdn.dnsv1.com,2,0.00%,4,2,50.00%
officecdnmac.microsoft.com.edgesuite.net,2,0.00%,4,2,50.00%
l7-online-self-max-v6.s.dsa.cdnbuild.net,2,0.00%,2,0,100.00%
pcc-v1.log.mgtv.com,2,0.00%,2,0,100.00%
avatar-service-prod.trafficmanager.net,2,0.00%,2,0,100.00%
gr.china-embassy.gov.cn,2,0.00%,2,0,100.00%
cs.mfa.gov.cn,2,0.00%,2,0,100.00%
gr.china-embassy.org,2,0.00%,2,0,100.00%
www.chinadiplomacy.org.cn.bsgslb.cn,2,0.00%,2,0,100.00%
zgovweb1.v.bsgslb.cn,2,0.00%,2,0,100.00%
www.xinhuanet.com.w.cdngslb.com,2,0.00%,4,2,50.00%
www.yidaiyilu.gov.cn,2,0.00%,2,0,100.00%
a.slack-edge.com,2,0.00%,2,0,100.00%
pcvideoaliyun.titan.mgtv.com.w.kunlunea.com,2,0.00%,2,0,100.00%
aa704926751218a7.cdn.jiashule.com,2,0.00%,2,0,100.00%
ks3-cn-beijing.ksyun.com,2,0.00%,2,0,100.00%
p29-caldav.icloud.com,2,0.00%,4,2,50.00%
page.coral.qq.com,2,0.00%,2,0,100.00%
ncgi.video.qq.com,2,0.00%,2,0,100.00%
www.dingdx.com,2,0.00%,2,0,100.00%
ws.shimo.im,2,0.00%,2,0,100.00%
api.ppchart.com,2,0.00%,2,0,100.00%
amp.shinnytech.com,2,0.00%,2,0,100.00%
a1779.dscd.akamai.net.0.1.cn.akamaitech.net,2,0.00%,3,1,66.67%
tide-api.moreless.io,2,0.00%,2,0,100.00%
p26-buy-lb.itunes-apple.com.akadns.net,2,0.00%,2,0,100.00%
imap.liafa.univ-paris-diderot.fr,2,0.00%,2,0,100.00%
push-rest.mbgcdn.lenovo.com.cn,2,0.00%,2,0,100.00%
qzonestyle.gtimg.cn.cloud.tc.qq.com,2,0.00%,2,0,100.00%
qzonestyle.mid.tdnsv6.com,2,0.00%,2,0,100.00%
sr.ksria.cn,2,0.00%,4,2,50.00%
world.relay.skype.com,2,0.00%,2,0,100.00%
worldaz.relay.teams.microsoft.com,2,0.00%,2,0,100.00%
worldaz.relay.skype.trafficmanager.net,2,0.00%,2,0,100.00%
worldaz.relay.teams.trafficmanager.net,2,0.00%,2,0,100.00%
b-flightproxy-asse-01-skype.cloudapp.net,2,0.00%,2,0,100.00%
ea1-api-skype.cloudapp.net,2,0.00%,2,0,100.00%
l-ring.l-9999.l-msedge.net,2,0.00%,2,0,100.00%
l-9999.l-msedge.net,2,0.00%,2,0,100.00%
meeting-75420.pictestsz.qpic.cn,2,0.00%,2,0,100.00%
imap.tsinghua.org.cn,2,0.00%,5,3,40.00%
rpic.douyucdn.cn.w.kunlunar.com,2,0.00%,2,0,100.00%
huyaimg.msstatic.com.w.kunlunpi.com,2,0.00%,4,2,50.00%
osxapps.itunes.apple.com.w.alikunlun.com,2,0.00%,2,0,100.00%
ali.pull.yximgs.com,2,0.00%,4,2,50.00%
v4.kwaicdn.com,2,0.00%,4,2,50.00%
d2-reco.a.kwimgs.com,2,0.00%,2,0,100.00%
d4-magic.a.kwimgs.com,2,0.00%,4,2,50.00%
d4-ks.a.kwimgs.com,2,0.00%,4,2,50.00%
dsm01pap008.storage.live.com,2,0.00%,4,2,50.00%
tx-proxy.pull.yximgs.com,2,0.00%,2,0,100.00%
tx-game.pull.yximgs.com,2,0.00%,2,0,100.00%
dlcontrol.chub.sandai.net,2,0.00%,2,0,100.00%
ocws.officeapps.partner.office365.cn,2,0.00%,2,0,100.00%
www.tm.mc.ags.akadns.net,2,0.00%,2,0,100.00%
ehall.ucas.ac.cn,2,0.00%,2,0,100.00%
oss-chart.ppchart.com,2,0.00%,2,0,100.00%
www.cooboys.com,2,0.00%,2,0,100.00%
packages.jetbrains.team,2,0.00%,2,0,100.00%
sdkoptedge.chinanetcenter.com,2,0.00%,2,0,100.00%
ks-proxy.pull.yximgs.com,2,0.00%,2,0,100.00%
bd-proxy.pull.yximgs.com,2,0.00%,2,0,100.00%
httpdns.bcelive.com,2,0.00%,2,0,100.00%
ali2.a.kwimgs.com,2,0.00%,2,0,100.00%
ali-ad.a.yximgs.com,2,0.00%,2,0,100.00%
p2.adkwai.com,2,0.00%,2,0,100.00%
ali.push.yximgs.com,2,0.00%,2,0,100.00%
d2-ec.a.kwimgs.com,2,0.00%,2,0,100.00%
d2-kkd.a.kspkg.com,2,0.00%,2,0,100.00%
d2-push.static.yximgs.com,2,0.00%,2,0,100.00%
hw-p2p.pull.yximgs.com,2,0.00%,2,0,100.00%
d5-ks.a.kwimgs.com,2,0.00%,2,0,100.00%
d4-ec.a.kwimgs.com,2,0.00%,2,0,100.00%
ks.push.yximgs.com,2,0.00%,2,0,100.00%
bd.push.yximgs.com,2,0.00%,2,0,100.00%
v2-cty02.kwaicdn.com,2,0.00%,2,0,100.00%
v2-cty04.kwaicdn.com,2,0.00%,2,0,100.00%
v2-cty06.kwaicdn.com,2,0.00%,2,0,100.00%
v6-gdvod.kwaicdn.com,2,0.00%,2,0,100.00%
ws.push.yximgs.com,2,0.00%,2,0,100.00%
yximgs-webrtc.liveplay.myqcloud.com,2,0.00%,2,0,100.00%
live.kwd.inkuai.com,2,0.00%,2,0,100.00%
tx.push.yximgs.com,2,0.00%,2,0,100.00%
tRanSit1.WsLOG.CHinANetcentEr.COm,2,0.00%,2,0,100.00%
mAmbap2PvOdh5.8686c.COm,2,0.00%,2,0,100.00%
CLientlogvOdP2p.HAplAT.nET,2,0.00%,2,0,100.00%
v3.douyinvod.com,2,0.00%,2,0,100.00%
md.openapi.360.cn,2,0.00%,2,0,100.00%
vipzone.c.duba.net,2,0.00%,2,0,100.00%
cdn.vabs.hub.sandai.net,2,0.00%,2,0,100.00%
tracker1.wasabii.com.tw,2,0.00%,2,0,100.00%
ir03.graniterapids.com,2,0.00%,2,0,100.00%
t0.ssl.ak.tiles.virtualearth.net,2,0.00%,6,4,33.33%
matomo.pidoco.com,2,0.00%,2,0,100.00%
s.bdstatic.com,2,0.00%,9,7,22.22%
evening-badlands-6215.herokuapp.com,2,0.00%,2,0,100.00%
tracker.blucd.org,2,0.00%,2,0,100.00%
p3plmcpnl495951.prod.phx3.secureserver.net,2,0.00%,2,0,100.00%
g3.ykimg.com,2,0.00%,4,2,50.00%
nsp-appgallery-cmsimg3az-drcn.obs.cn-north-2.myhuaweicloud.com,2,0.00%,2,0,100.00%
xx.xingui001.com,2,0.00%,2,0,100.00%
dashboard.tymeo.de,2,0.00%,2,0,100.00%
codingpack.doorkeeper.jp,2,0.00%,2,0,100.00%
acquire.privy-staging-pr-3174.privy-staging.com,2,0.00%,2,0,100.00%
inferno.demonoid.ooo,2,0.00%,2,0,100.00%
shell.qemu.org,2,0.00%,2,0,100.00%
content-ui.battlenet.com.cn,2,0.00%,2,0,100.00%
oauth.battlenet.com.cn,2,0.00%,2,0,100.00%
contentstack-images.blzstatic.cn,2,0.00%,2,0,100.00%
cms.blzstatic.cn,2,0.00%,2,0,100.00%
ad.mrtnsvr.com,2,0.00%,2,0,100.00%
oxp.mxptint.net,2,0.00%,2,0,100.00%
comapi.izaodao.com,2,0.00%,2,0,100.00%
mountain.zhidao.baidu.com.cname3466.yjs-cdn.com,2,0.00%,2,0,100.00%
crl.godaddy.com,2,0.00%,2,0,100.00%
clock.cuhk.edu.hk,2,0.00%,2,0,100.00%
clock.redhat.com,2,0.00%,2,0,100.00%
e751.dsca.akamaiedge.net,2,0.00%,4,2,50.00%
securitymgmt.unifiedapis.mcafee.com,2,0.00%,2,0,100.00%
webzj.netstatic.net,2,0.00%,2,0,100.00%
WORKGROUP.HOST,2,0.00%,2,0,100.00%
www.bshare.cn,2,0.00%,2,0,100.00%
www.ithome.com,2,0.00%,4,2,50.00%
cmt.ithome.com,2,0.00%,2,0,100.00%
