domain,num_a_fail,rate_all,num_a_all,num_a_success,rate_a_fail
b4bf120.wx.glados-config.net,0,0.00%,2,2,0.00%
b4bf120.nx.glados-config.net,0,0.00%,2,2,0.00%
b4bf120.td.glados-config.net,0,0.00%,2,2,0.00%
b4bf120.wy.glados-config.net,0,0.00%,1,1,0.00%
b4bf120.ts.glados-config.net,0,0.00%,2,2,0.00%
b4bf120.pg.gladns.com,0,0.00%,2,2,0.00%
b4bf120.pe.gladns.com,0,0.00%,2,2,0.00%
b4bf120.ph.gladns.com,0,0.00%,2,2,0.00%
b4bf120.th.glados-config.net,0,0.00%,1,1,0.00%
b4bf120.tt.glados-config.net,0,0.00%,2,2,0.00%
px.ucweb.com,0,0.00%,2,2,0.00%
12qln2t9.g132d6.cq11344.app-http-dns.ictun.com,0,0.00%,2,2,0.00%
ccpce-cn.consumer.huawei.com,0,0.00%,2,2,0.00%
api.account.xiaomi.com,0,0.00%,2,2,0.00%
12qln2t9.g132d6.cq11344.app-rootca.ictun.com,0,0.00%,2,2,0.00%
pecker-app-v1.ictun.com,0,0.00%,2,2,0.00%
logservice.hicloud.com,0,0.00%,3,3,0.00%
logservice1.hicloud.com,0,0.00%,4,4,0.00%
store.hispace.hicloud.com,0,0.00%,2,2,0.00%
nsp-logservice-hiview-p41-drcn.obs.cn-north-2.myhuaweicloud.com,0,0.00%,2,2,0.00%
cq11344-app-https-api-1.ictun.com,0,0.00%,2,2,0.00%
hwid-drcn.platform.hicloud.com,0,0.00%,2,2,0.00%
oauth-login-drcn.platform.dbankcloud.com,0,0.00%,2,2,0.00%
speaker-drcn.things.hicloud.com,0,0.00%,2,2,0.00%
terms1.hicloud.com,0,0.00%,2,2,0.00%
pmmtk.pinduoduo.com,0,0.00%,2,2,0.00%
cmtw.pinduoduo.com,0,0.00%,2,2,0.00%
adashx.m.taobao.com,0,0.00%,4,4,0.00%
loggw-ex.alipay.com,0,0.00%,2,2,0.00%
tracker.iriseden.eu,0,0.00%,2,2,0.00%
www.letpub.com.cn,0,0.00%,4,4,0.00%
sg.bls.mdt.qq.com,0,0.00%,2,2,0.00%
iupdateplf.yy.com,0,0.00%,2,2,0.00%
livebook.manning.com,0,0.00%,2,2,0.00%
www.manning.com,0,0.00%,2,2,0.00%
config.inmobi.com,0,0.00%,2,2,0.00%
web-drcn.hispace.dbankcloud.cn,0,0.00%,2,2,0.00%
readpaper.com,0,0.00%,4,4,0.00%
sdkgw.map.qq.com,0,0.00%,2,2,0.00%
mx3.qq.com,0,0.00%,2,2,0.00%
mx2.qq.com,0,0.00%,2,2,0.00%
mx1.qq.com,0,0.00%,2,2,0.00%
mime.baidu.com,0,0.00%,2,2,0.00%
h5vv6.video.qq.com,0,0.00%,2,2,0.00%
windows.jingyeqian.com,0,0.00%,2,2,0.00%
api-calendar-drcn.music.dbankcloud.cn,0,0.00%,2,2,0.00%
bluedot.is.autonavi.com.gds.alibabadns.com,0,0.00%,7,7,0.00%
mpvideo.qpic.cn,0,0.00%,2,2,0.00%
1-courier.push.apple.com,0,0.00%,2,2,0.00%
1-courier.sandbox.push.apple.com,0,0.00%,2,2,0.00%
ins-8y4ghcjp.ias.tencent-cloud.net,0,0.00%,2,2,0.00%
graph.microsoft.com,0,0.00%,4,4,0.00%
ipv6.google.com,0,0.00%,4,4,0.00%
smarthome.dbankcloud.cn,0,0.00%,2,2,0.00%
bjbgp01.baidupcs.com,0,0.00%,6,6,0.00%
scenario-drcn.things.dbankcloud.cn,0,0.00%,2,2,0.00%
login.wpscdn.cn,0,0.00%,2,2,0.00%
logintcp.wps.cn,0,0.00%,2,2,0.00%
statuse.digitalcertvalidation.com,0,0.00%,2,2,0.00%
mail.nfschina.com,0,0.00%,2,2,0.00%
commimg-1.pddpic.com,0,0.00%,2,2,0.00%
ta.pinduoduo.com,0,0.00%,2,2,0.00%
xfr-ss.getui.com,0,0.00%,2,2,0.00%
jgw-drcn.jos.dbankcloud.cn,0,0.00%,2,2,0.00%
c-ss.getui.com,0,0.00%,2,2,0.00%
th-b.pinduoduo.com,0,0.00%,3,3,0.00%
www.beijing.gov.cn,0,0.00%,2,2,0.00%
grs.hihonorcloud.com,0,0.00%,2,2,0.00%
router8.teamviewer.com,0,0.00%,23,23,0.00%
bugly.qq.com,0,0.00%,2,2,0.00%
unitelogreport.reader.qq.com,0,0.00%,2,2,0.00%
game.eve.mdt.qq.com,0,0.00%,2,2,0.00%
id6.me,0,0.00%,2,2,0.00%
mywap2.icbc.com.cn,0,0.00%,2,2,0.00%
pageviewp.icbc.com.cn,0,0.00%,2,2,0.00%
epass.icbc.com.cn,0,0.00%,2,2,0.00%
blobcollector.events.data.trafficmanager.NET,0,0.00%,4,4,0.00%
gw5.push.mcp.weibo.cn,0,0.00%,2,2,0.00%
mimscmp.icbc.com.cn,0,0.00%,2,2,0.00%
devreaf.icbc.com.cn,0,0.00%,2,2,0.00%
gs-loc-new.ls-apple.com.akadns.net,0,0.00%,2,2,0.00%
addinsinstallation.store.office.com,0,0.00%,2,2,0.00%
wikipedia.firstpartyapps.oaspapps.com,0,0.00%,2,2,0.00%
router6.teamviewer.com,0,0.00%,9,9,0.00%
router15.teamviewer.com,0,0.00%,24,24,0.00%
catchoice.ceping.com,0,0.00%,2,2,0.00%
web.qun.qq.com,0,0.00%,4,4,0.00%
tcbox.baidu.com,0,0.00%,2,2,0.00%
warranty.vivo.com.cn,0,0.00%,2,2,0.00%
servicesupport1.hicloud.com,0,0.00%,2,2,0.00%
abtest.openspeech.cn,0,0.00%,2,2,0.00%
rs-sg.rustdesk.com,0,0.00%,2,2,0.00%
rs-ny.rustdesk.com,0,0.00%,2,2,0.00%
tvax3.sinaimg.cn,0,0.00%,2,2,0.00%
tva1.sinaimg.cn,0,0.00%,2,2,0.00%
v.casmooc.cn,0,0.00%,2,2,0.00%
bag.itunes.apple.com,0,0.00%,4,4,0.00%
fsso.cnki.net,0,0.00%,2,2,0.00%
t.kite.com,0,0.00%,2,2,0.00%
seal.websecurity.norton.com,0,0.00%,1,1,0.00%
ins-r23tsuuf.ias.tencent-cloud.net,0,0.00%,3,3,0.00%
pc-api.300624.com,0,0.00%,6,6,0.00%
tva3.sinaimg.cn,0,0.00%,2,2,0.00%
24-courier.push.apple.com,0,0.00%,1,1,0.00%
iphone-ld.origin-apple.com.akadns.net,0,0.00%,2,2,0.00%
xiaodu.baidu.com,0,0.00%,1,1,0.00%
ali-bj-pcdn-30.biliapi.net,0,0.00%,2,2,0.00%
restlbs.map.qq.com,0,0.00%,2,2,0.00%
md.openapi.360.cn,0,0.00%,5,5,0.00%
versioncheck.graylog.com,0,0.00%,2,2,0.00%
q3.qlogo.cn,0,0.00%,2,2,0.00%
stat.y.qq.com,0,0.00%,6,6,0.00%
agoo-report.m.taobao.com,0,0.00%,2,2,0.00%
report.url.cn,0,0.00%,7,7,0.00%
q4.qlogo.cn,0,0.00%,2,2,0.00%
array504.prod.do.dsp.mp.microsoft.com,0,0.00%,8,8,0.00%
array501.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
meta.pinduoduo.com,0,0.00%,2,2,0.00%
sysupgrade.vivo.com.cn,0,0.00%,2,2,0.00%
tsfe.trafficshaping.dsp.mp.microsoft.com,0,0.00%,6,6,0.00%
vcode-od.vivo.com.cn,0,0.00%,2,2,0.00%
ixav-cse.avlyun.com,0,0.00%,2,2,0.00%
weather-community-drcn.weather.dbankcloud.cn,0,0.00%,2,2,0.00%
msch.f.360.cn,0,0.00%,4,4,0.00%
countly.mail.163.com,0,0.00%,2,2,0.00%
pushmis.bj.bcebos.com,0,0.00%,2,2,0.00%
data.ab.qq.com,0,0.00%,2,2,0.00%
www.bigbigwork.com,0,0.00%,1,1,0.00%
transfer.ceping.com,0,0.00%,2,2,0.00%
citicbank.ceping.com,0,0.00%,2,2,0.00%
stcms.beisen.com,0,0.00%,2,2,0.00%
message.bilibili.com,0,0.00%,4,4,0.00%
mobilegw.alipay.com,0,0.00%,2,2,0.00%
hao.lenovo.com.cn,0,0.00%,14,14,0.00%
s.1688.com,0,0.00%,2,2,0.00%
nsl.lenovo.com.cn,0,0.00%,10,10,0.00%
www.cnki.net,0,0.00%,2,2,0.00%
t.cnki.net,0,0.00%,2,2,0.00%
kns.cnki.net,0,0.00%,2,2,0.00%
track.cnki.net,0,0.00%,2,2,0.00%
proxy.sogou.com,0,0.00%,2,2,0.00%
app.yinxiang.com,0,0.00%,6,6,0.00%
online.ts.api.xiangtatech.com,0,0.00%,4,4,0.00%
ssl.google-analytics.com,0,0.00%,4,4,0.00%
tpstelemetry.tencent.com,0,0.00%,2,2,0.00%
titan.pinduoduo.com,0,0.00%,2,2,0.00%
tconf2.f.360.cn,0,0.00%,6,6,0.00%
tmfsdktcpv4.m.qq.com,0,0.00%,2,2,0.00%
obus-dc20123-cn.heytapmobi.com,0,0.00%,2,2,0.00%
ns1-04.azure-dns.com,0,0.00%,2,2,0.00%
bl.nbmswl.com,0,0.00%,2,2,0.00%
cos.wtaluo.com,0,0.00%,2,2,0.00%
appsec.hicloud.com,0,0.00%,2,2,0.00%
navi.cnki.net,0,0.00%,2,2,0.00%
piccache.cnki.net,0,0.00%,2,2,0.00%
login.cnki.net,0,0.00%,2,2,0.00%
zhifoukeji.datasink.sensorsdata.cn,0,0.00%,2,2,0.00%
music.163.com,0,0.00%,11,11,0.00%
router2.teamviewer.com,0,0.00%,9,9,0.00%
flux.iqiyi.com,0,0.00%,6,6,0.00%
httpdns.n.netease.com,0,0.00%,10,10,0.00%
cf.duba.net,0,0.00%,2,2,0.00%
m.hotmail.com,0,0.00%,2,2,0.00%
26-courier.push.apple.com,0,0.00%,2,2,0.00%
passport.aliyundrive.com,0,0.00%,2,2,0.00%
log.mmstat.com,0,0.00%,2,2,0.00%
3n.1513ke.ga,0,0.00%,61,61,0.00%
weather.kjjs.360.cn,0,0.00%,8,8,0.00%
dispatch.s.xzdesktop.cqttech.com,0,0.00%,12,12,0.00%
sl-collection.oray.net,0,0.00%,4,4,0.00%
docs.nicehash.com,0,0.00%,16,16,0.00%
ca.minexmr.com,0,0.00%,22,22,0.00%
pool.hashvault.pro,0,0.00%,22,22,0.00%
turtlecoin.herominers.com,0,0.00%,18,18,0.00%
ar.hpool.com,0,0.00%,20,20,0.00%
us1.ethpool.org,0,0.00%,22,22,0.00%
www.fullskystar.top,0,0.00%,22,22,0.00%
ckb.antpool.com,0,0.00%,14,14,0.00%
du.testjj.com,0,0.00%,20,20,0.00%
btm.f2pool.com,0,0.00%,16,16,0.00%
jp.sparkpool.com,0,0.00%,20,20,0.00%
api.nicehash.com,0,0.00%,20,20,0.00%
rx.thegov.win,0,0.00%,20,20,0.00%
mail.nicehash.com,0,0.00%,24,24,0.00%
pool.supportxmr.com,0,0.00%,20,20,0.00%
etc.f2pool.com,0,0.00%,22,22,0.00%
pool.flooder.org,0,0.00%,20,20,0.00%
eth.ss.poolin.com,0,0.00%,20,20,0.00%
asia1.ethpool.org,0,0.00%,22,22,0.00%
eth.antpool.com,0,0.00%,18,18,0.00%
miner.nicehash.com,0,0.00%,18,18,0.00%
monerohash.com,0,0.00%,24,24,0.00%
blog.nicehash.com,0,0.00%,16,16,0.00%
www.jvmonline.com,0,0.00%,24,24,0.00%
smtp.nicehash.com,0,0.00%,20,20,0.00%
penef6f8f734.slushpool.com,0,0.00%,18,18,0.00%
dcr.uupool.cn,0,0.00%,18,18,0.00%
eth.uupool.cn,0,0.00%,20,20,0.00%
git.rancher.io,0,0.00%,10,10,0.00%
api.im.qcloud.com,0,0.00%,6,6,0.00%
w.deepl.com,0,0.00%,2,2,0.00%
uapi.mp.360.cn,0,0.00%,4,4,0.00%
juiceside.net,0,0.00%,2,2,0.00%
events.gfe.nvidia.com,0,0.00%,56,56,0.00%
7jmrbtrvkgcqkldzyob4kotpyvsgz546yvik2xv4rpnfmrhe4imxthqd.tor2web.in,0,0.00%,2,2,0.00%
ustc-edu-cn.mirror.aliyuncs.com,0,0.00%,4,4,0.00%
ant.if.iqiyi.com,0,0.00%,1,1,0.00%
api.mymonero.com,0,0.00%,20,20,0.00%
toa.mygametoa.com,0,0.00%,18,18,0.00%
donate.v2.xmrig.com,0,0.00%,16,16,0.00%
fr.minexmr.com,0,0.00%,16,16,0.00%
ns41.hashvault.pro,0,0.00%,18,18,0.00%
nhmws.nicehash.com,0,0.00%,16,16,0.00%
zec.uupool.cn,0,0.00%,16,16,0.00%
sea.wafflepool.com,0,0.00%,18,18,0.00%
de.minexmr.com,0,0.00%,16,16,0.00%
kmd.antpool.com,0,0.00%,20,20,0.00%
pool-fr.supportxmr.com,0,0.00%,20,20,0.00%
k8s.entrypoint.ops.sparkpool.com,0,0.00%,16,16,0.00%
sg.minexmr.com,0,0.00%,16,16,0.00%
verushash.mine.zergpool.com,0,0.00%,16,16,0.00%
sbtc.uupool.cn,0,0.00%,18,18,0.00%
pool.minexmr.com,0,0.00%,20,20,0.00%
donate.ssl.xmrig.com,0,0.00%,20,20,0.00%
awsmx.f2pool.com,0,0.00%,20,20,0.00%
asia2.ethermine.org,0,0.00%,22,22,0.00%
xmr.flooder.org,0,0.00%,18,18,0.00%
eth.f2pool.com,0,0.00%,22,22,0.00%
btc.f2pool.com,0,0.00%,18,18,0.00%
test.nicehash.com,0,0.00%,14,14,0.00%
dcr.f2pool.com,0,0.00%,18,18,0.00%
b4c.f2pool.com,0,0.00%,16,16,0.00%
ss.antpool.com,0,0.00%,16,16,0.00%
cn.sparkpool.com,0,0.00%,22,22,0.00%
ns11.hashvault.pro,0,0.00%,18,18,0.00%
btw.uupool.cn,0,0.00%,18,18,0.00%
raven.f2pool.com,0,0.00%,16,16,0.00%
pool.minergate.com,0,0.00%,22,22,0.00%
tracker.opentrackr.org,0,0.00%,4,4,0.00%
api.pdfxd.com,0,0.00%,2,2,0.00%
dc1.ksn.kaspersky-labs.com,0,0.00%,4,4,0.00%
2-courier.push.apple.com,0,0.00%,2,2,0.00%
connipv6.tencent.com,0,0.00%,6,6,0.00%
sz2.connipv6.qq.com,0,0.00%,8,8,0.00%
sz.connipv6.qq.com,0,0.00%,6,6,0.00%
sh.connipv6.qq.com,0,0.00%,8,8,0.00%
sh2.connipv6.qq.com,0,0.00%,7,7,0.00%
tj.connipv6.qq.com,0,0.00%,6,6,0.00%
tj2.connipv6.qq.com,0,0.00%,7,7,0.00%
www.wodaywo100001.com,0,0.00%,16,16,0.00%
stratum.okpool.me,0,0.00%,16,16,0.00%
i.y.qq.com,0,0.00%,2,2,0.00%
pingfore.qq.com,0,0.00%,2,2,0.00%
c.y.qq.com,0,0.00%,1,1,0.00%
tmead.y.qq.com,0,0.00%,2,2,0.00%
stat6.y.qq.com,0,0.00%,4,4,0.00%
fliplc.getxlx.com,0,0.00%,20,20,0.00%
adstats.tencentmusic.com,0,0.00%,3,3,0.00%
wup.browser.qq.com,0,0.00%,13,13,0.00%
pop.cstnet.cn,0,0.00%,4,4,0.00%
dav.qq.com,0,0.00%,4,4,0.00%
mail.ios.ac.cn,0,0.00%,2,2,0.00%
snz04pap002.storage.live.com,0,0.00%,2,2,0.00%
mailer.nicehash.com,0,0.00%,12,12,0.00%
onedriveclucprodbn20036.blob.core.windows.net,0,0.00%,2,2,0.00%
conna.gj.qq.com,0,0.00%,2,2,0.00%
connb.gj.qq.com,0,0.00%,2,2,0.00%
connect.unity.cn,0,0.00%,8,8,0.00%
developer.unity.cn,0,0.00%,2,2,0.00%
weather2db.cmcm.com,0,0.00%,4,4,0.00%
gitlab.com,0,0.00%,13,13,0.00%
rt-p.kugou.com,0,0.00%,2,2,0.00%
client.teamviewer.com,0,0.00%,4,4,0.00%
cdp.cloud.unity3d.com,0,0.00%,5,5,0.00%
cerebrum.emotivcloud.com,0,0.00%,5,5,0.00%
doh-jp.blahdns.com,0,0.00%,2,2,0.00%
hub5p.sandai.net,0,0.00%,124,124,0.00%
lookup.nextcloud.com,0,0.00%,15,15,0.00%
ping3.teamviewer.com,0,0.00%,9,9,0.00%
ping.dgraph.io,0,0.00%,6,6,0.00%
tracker.1337x.org,0,0.00%,16,16,0.00%
pan.cstcloud.cn,0,0.00%,4,4,0.00%
correctxt.baidu.com,0,0.00%,2,2,0.00%
retracker.lanta-net.ru,0,0.00%,18,18,0.00%
tracker.etree.org,0,0.00%,4,4,0.00%
im.eulix.xyz,0,0.00%,8,8,0.00%
admin.kdsec.org,0,0.00%,4,4,0.00%
cdn.digicertcdn.com,0,0.00%,4,4,0.00%
nseed.minigame.qq.com,0,0.00%,2,2,0.00%
master6.teamviewer.com,0,0.00%,4,4,0.00%
iguvmbs.roygxe.xyz,0,0.00%,2,2,0.00%
60-fps.org,0,0.00%,2,2,0.00%
www.all4nothin.net,0,0.00%,2,2,0.00%
lens.zhihu.com,0,0.00%,5,5,0.00%
t.overflow.biz,0,0.00%,12,12,0.00%
stun.miwifi.com,0,0.00%,2,2,0.00%
qbwup.imtt.qq.com,0,0.00%,2,2,0.00%
tmall.com,0,0.00%,2,2,0.00%
weather-api.extfans.com,0,0.00%,2,2,0.00%
kubernetes-charts.storage.googleapis.com,0,0.00%,4,4,0.00%
6ahddutb1ucc3cp.ru,0,0.00%,16,16,0.00%
pub.idqqimg.com,0,0.00%,12,12,0.00%
go.minigame.qq.com,0,0.00%,2,2,0.00%
ptlogin2.qq.com,0,0.00%,2,2,0.00%
www.bitseduce.com,0,0.00%,2,2,0.00%
tracker.fixr.pro,0,0.00%,4,4,0.00%
stun1.douyucdn.cn,0,0.00%,2,2,0.00%
tracker.pow7.com,0,0.00%,7,7,0.00%
seed.minigame.qq.com,0,0.00%,2,2,0.00%
www.yuwabits.net,0,0.00%,4,4,0.00%
t2.pow7.com,0,0.00%,12,12,0.00%
www.biztorrents.com,0,0.00%,2,2,0.00%
torrents.hikarinokiseki.com,0,0.00%,2,2,0.00%
t.sina.com.cn,0,0.00%,2,2,0.00%
fileplatform.api.weibo.com,0,0.00%,2,2,0.00%
picupload.weibo.com,0,0.00%,2,2,0.00%
mail.sina.com.cn,0,0.00%,4,4,0.00%
t.showone.com.cn,0,0.00%,2,2,0.00%
tianya.cn,0,0.00%,2,2,0.00%
my.tianya.cn,0,0.00%,2,2,0.00%
sohu.com,0,0.00%,2,2,0.00%
3g.tianya.cn,0,0.00%,2,2,0.00%
bbs.tianya.cn,0,0.00%,2,2,0.00%
msg.baidu.com,0,0.00%,2,2,0.00%
upload.tieba.baidu.com,0,0.00%,2,2,0.00%
clubajax.autohome.com.cn,0,0.00%,2,2,0.00%
www.youtube.com,0,0.00%,6,6,0.00%
www.youtube-nocookie.com,0,0.00%,4,4,0.00%
icloud.com,0,0.00%,2,2,0.00%
p45-contentws.icloud.com,0,0.00%,2,2,0.00%
dns.baidu.com,0,0.00%,2,2,0.00%
pcsdata.baidu.com,0,0.00%,2,2,0.00%
weiyun.com,0,0.00%,2,2,0.00%
yinxiang.com,0,0.00%,2,2,0.00%
docin.com,0,0.00%,2,2,0.00%
outlook.live.com,0,0.00%,2,2,0.00%
login.yahoo.com,0,0.00%,2,2,0.00%
yeah.net,0,0.00%,2,2,0.00%
sina.com.cn,0,0.00%,2,2,0.00%
m0.mail.sina.cn,0,0.00%,2,2,0.00%
qiye.163.com,0,0.00%,2,2,0.00%
mail.10086.cn,0,0.00%,2,2,0.00%
appmail.mail.10086.cn,0,0.00%,2,2,0.00%
chat.google.com,0,0.00%,2,2,0.00%
news.google.com,0,0.00%,2,2,0.00%
www.google.ae,0,0.00%,4,4,0.00%
www.google.al,0,0.00%,2,2,0.00%
www.google.co.ao,0,0.00%,3,3,0.00%
www.google.as,0,0.00%,5,5,0.00%
www.google.ba,0,0.00%,4,4,0.00%
www.google.be,0,0.00%,4,4,0.00%
www.google.bg,0,0.00%,4,4,0.00%
video.weibocdn.com,0,0.00%,2,2,0.00%
picupload.service.weibo.com,0,0.00%,2,2,0.00%
upload.video.sina.com.cn,0,0.00%,2,2,0.00%
api.t.sina.com.cn,0,0.00%,2,2,0.00%
www.google.bi,0,0.00%,5,5,0.00%
www.google.bj,0,0.00%,3,3,0.00%
www.google.bs,0,0.00%,5,5,0.00%
www.google.cd,0,0.00%,5,5,0.00%
sinaapp.com,0,0.00%,2,2,0.00%
t.p4p.sina.com.cn,0,0.00%,2,2,0.00%
www.tianya.cn,0,0.00%,2,2,0.00%
wireless.tianya.cn,0,0.00%,2,2,0.00%
www.google.cg,0,0.00%,5,5,0.00%
www.google.ci,0,0.00%,5,5,0.00%
www.google.cl,0,0.00%,4,4,0.00%
www.google.cn,0,0.00%,2,2,0.00%
www.google.cv,0,0.00%,3,3,0.00%
www.google.cz,0,0.00%,2,2,0.00%
www.google.dj,0,0.00%,5,5,0.00%
www.google.dm,0,0.00%,5,5,0.00%
baidu.com,0,0.00%,2,2,0.00%
skype.com,0,0.00%,2,2,0.00%
photo.tianya.cn,0,0.00%,2,2,0.00%
blog.tianya.cn,0,0.00%,2,2,0.00%
m.tianya.cn,0,0.00%,2,2,0.00%
wapp.baidu.com,0,0.00%,2,2,0.00%
uploadphotos.baidu.com,0,0.00%,2,2,0.00%
autohome.com.cn,0,0.00%,2,2,0.00%
youtube.googleapis.com,0,0.00%,2,2,0.00%
youtu.be,0,0.00%,2,2,0.00%
sharepoint.com,0,0.00%,4,4,0.00%
web.wechat.com,0,0.00%,2,2,0.00%
file2.wx.qq.com,0,0.00%,2,2,0.00%
office.com,0,0.00%,2,2,0.00%
login.microsoft.com,0,0.00%,2,2,0.00%
bing.com,0,0.00%,4,4,0.00%
fanyi.baidu.com,0,0.00%,2,2,0.00%
www.dropbox.com,0,0.00%,4,4,0.00%
p45-mailws.icloud.com,0,0.00%,2,2,0.00%
sharefile.com,0,0.00%,2,2,0.00%
c3.pcs.baidu.com,0,0.00%,2,2,0.00%
www.google.cf,0,0.00%,3,3,0.00%
www.google.cm,0,0.00%,3,3,0.00%
www.google.am,0,0.00%,4,4,0.00%
www.google.at,0,0.00%,4,4,0.00%
www.google.az,0,0.00%,4,4,0.00%
www.google.ca,0,0.00%,4,4,0.00%
pcs.baidu.com,0,0.00%,2,2,0.00%
wiz.cn,0,0.00%,2,2,0.00%
doc88.com,0,0.00%,2,2,0.00%
gmail.com,0,0.00%,2,2,0.00%
outlook.office.com,0,0.00%,4,4,0.00%
mail.126.com,0,0.00%,4,4,0.00%
up.sinastorage.com,0,0.00%,2,2,0.00%
mail.263.net,0,0.00%,2,2,0.00%
www.google.de,0,0.00%,4,4,0.00%
jamboard.google.com,0,0.00%,2,2,0.00%
meet.google.com,0,0.00%,2,2,0.00%
photos.google.com,0,0.00%,2,2,0.00%
www.google.ad,0,0.00%,2,2,0.00%
www.google.bf,0,0.00%,3,3,0.00%
www.google.bt,0,0.00%,3,3,0.00%
www.google.by,0,0.00%,3,3,0.00%
www.google.ch,0,0.00%,4,4,0.00%
comm.weixinbridge.com,0,0.00%,2,2,0.00%
login.windows.net,0,0.00%,2,2,0.00%
www.getdropbox.com,0,0.00%,2,2,0.00%
www.google.dk,0,0.00%,4,4,0.00%
wx2.qq.com,0,0.00%,2,2,0.00%
file.wx.qq.com,0,0.00%,2,2,0.00%
live.com,0,0.00%,2,2,0.00%
t1.pow7.com,0,0.00%,6,6,0.00%
retracker.mgts.by,0,0.00%,16,16,0.00%
www.mvgroup.org,0,0.00%,2,2,0.00%
onedriveclucprodbn20014.blob.core.windows.net,0,0.00%,2,2,0.00%
paint.ludashi.com,0,0.00%,2,2,0.00%
report.meituan.com,0,0.00%,2,2,0.00%
s.w.org,0,0.00%,2,2,0.00%
s2.symcb.com,0,0.00%,2,2,0.00%
sat02pap005.storage.live.com,0,0.00%,2,2,0.00%
sealine.youku.com,0,0.00%,2,2,0.00%
sf.symcd.com,0,0.00%,3,3,0.00%
sharkwsbj.sankuai.com,0,0.00%,2,2,0.00%
sl-log.oray.net,0,0.00%,4,4,0.00%
slp2p-east-std1033.oray.net,0,0.00%,2,2,0.00%
slp2p-east-std61.oray.net,0,0.00%,2,2,0.00%
slp2px-east-std31.oray.net,0,0.00%,4,4,0.00%
spinfo.wps.cn,0,0.00%,2,2,0.00%
tip.soku.com,0,0.00%,2,2,0.00%
umwatson.events.data.microsoft.com,0,0.00%,8,8,0.00%
user.youku.com,0,0.00%,2,2,0.00%
v.youku.com,0,0.00%,2,2,0.00%
v2.reachmax.cn,0,0.00%,2,2,0.00%
vip.youku.com,0,0.00%,2,2,0.00%
web.meituan.com,0,0.00%,2,2,0.00%
www.sogou.com,0,0.00%,2,2,0.00%
www.urbandictionary.com,0,0.00%,2,2,0.00%
www.youku.com,0,0.00%,2,2,0.00%
share.camoe.cn,0,0.00%,2,2,0.00%
frp.zwlin.top,0,0.00%,4,4,0.00%
open.acgtracker.com,0,0.00%,4,4,0.00%
online.s.xzdesktop.cqttech.com,0,0.00%,12,12,0.00%
i.gridsumdissector.com,0,0.00%,3,3,0.00%
mediaclub.tv,0,0.00%,2,2,0.00%
sdk1xyajs.data.kuiniuca.com,0,0.00%,2,2,0.00%
tracker.files.fm,0,0.00%,4,4,0.00%
nodestore-kiros-prod-lb-132549143.us-east-1.elb.amazonaws.com,0,0.00%,2,2,0.00%
tracker.frozen-layer.net,0,0.00%,2,2,0.00%
api.network.apm.miwifi.com,0,0.00%,1,1,0.00%
configsvr.openmsf.3g.qq.com,0,0.00%,2,2,0.00%
onedriveclucprodbn20010.blob.core.windows.net,0,0.00%,2,2,0.00%
skyapi.live.net,0,0.00%,2,2,0.00%
sv.symcd.com,0,0.00%,2,2,0.00%
yk-ssp.ad.youku.com,0,0.00%,2,2,0.00%
ynuf.aliapp.org,0,0.00%,2,2,0.00%
ynuf.alipay.com,0,0.00%,4,4,0.00%
youku.com,0,0.00%,2,2,0.00%
api-kos.wps.cn,0,0.00%,2,2,0.00%
wsgo.minigame.qq.com,0,0.00%,2,2,0.00%
12-courier.push.apple.com,0,0.00%,2,2,0.00%
secure.pow7.com,0,0.00%,6,6,0.00%
denis.stalker.upeer.me,0,0.00%,4,4,0.00%
www.tvnihon.com,0,0.00%,4,4,0.00%
tracker.gbitt.info,0,0.00%,2,2,0.00%
filehelper.weixin.qq.com,0,0.00%,8,8,0.00%
tracker.tfile.co,0,0.00%,1,1,0.00%
tracker.publicbt.com,0,0.00%,1,1,0.00%
shiyd.cn,0,0.00%,2,2,0.00%
www.zotero.org,0,0.00%,2,2,0.00%
r4---sn-2x3elnez.gvt1.com,0,0.00%,2,2,0.00%
d3ra9679oeq3gx.cloudfront.net,0,0.00%,2,2,0.00%
tracker.minglong.org,0,0.00%,2,2,0.00%
www.tg5tj2cu.com,0,0.00%,2,2,0.00%
h4.trakx.nibba.trade,0,0.00%,3,3,0.00%
nvidia.github.io,0,0.00%,2,2,0.00%
warehouse.leapmotion.com,0,0.00%,2,2,0.00%
apphub.aliyuncs.com,0,0.00%,4,4,0.00%
www.bit-hdtv.com,0,0.00%,2,2,0.00%
www.jetbrains.com,0,0.00%,4,4,0.00%
tracker.anirena.com,0,0.00%,2,2,0.00%
tracker.nucozer-tracker.ml,0,0.00%,2,2,0.00%
ccm-frontier.feishu.cn,0,0.00%,1,1,0.00%
r4---sn-2x3elnel.gvt1.com,0,0.00%,2,2,0.00%
onedriveclucproddm20018.blob.core.windows.net,0,0.00%,2,2,0.00%
gzc-download.weiyun.com,0,0.00%,2,2,0.00%
odoooacnz-my.sharepoint.com,0,0.00%,1,1,0.00%
tr.abirxo.cf,0,0.00%,6,6,0.00%
app-b04.lp1.npns.srv.nintendo.net,0,0.00%,2,2,0.00%
tracker.tasvideos.org,0,0.00%,4,4,0.00%
yapi.kdsec.org,0,0.00%,44,44,0.00%
array611.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
