Zone,"Zone UTF8",Delegated,"Registry Name","Registry Alias","Registry Info URL","Registry URL","Backend Name","Backend Alias","Backend Info URL","Backend URL","Whois Hostname","Whois Charset","Whois IPv6","Whois Options","Trademark Open","Trademark Close"
xn--ngbc5azd,????,1,"International Domain Registry Pty. Ltd.",International-Domain-Registry-Pty-Ltd,http://ntldstats.com/registry/International-Domain-Registry-Pty-Ltd,1,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.xn--ngbc5azd,utf8,1,,2013-12-30,2014-03-30
xn--unup4y,游戏,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2017-03-13,2017-06-13
ventures,ventures,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-01-27,2014-04-29
equipment,equipment,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-03,2014-05-06
singles,singles,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-01-27,2014-04-29
lighting,lighting,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-03,2014-05-06
holdings,holdings,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-01-27,2014-04-29
voyage,voyage,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-17,2014-05-20
clothing,clothing,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-01-27,2014-04-29
guru,guru,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-01-27,2014-04-29
bike,bike,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-01-27,2014-04-29
camera,camera,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-03,2014-05-06
construction,construction,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-10,2014-05-13
contractors,contractors,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-10,2014-05-13
estate,estate,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-03,2014-05-06
gallery,gallery,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-03,2014-05-06
graphics,graphics,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-03,2014-05-06
land,land,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-10,2014-05-13
plumbing,plumbing,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-01-27,2014-04-29
sexy,sexy,1,"Internet Naming Co.",Internet-Naming-Co,http://ntldstats.com/registry/Internet-Naming-Co,https://internetnaming.co,"Tucows Registry Services",Tucows-Inc,http://ntldstats.com/backend/Tucows-Inc,https://www.tucowsregistry.com/,whois.nic.sexy,utf8,1,,2014-02-25,2014-05-26
tattoo,tattoo,1,"Top Level Design, LLC",Top-Level-Design-LLC,http://ntldstats.com/registry/Top-Level-Design-LLC,https://toplevel.design/,"Tucows Registry Services",Tucows-Inc,http://ntldstats.com/backend/Tucows-Inc,https://www.tucowsregistry.com/,whois.nic.tattoo,utf8,1,,2014-02-25,2014-05-26
technology,technology,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-10,2014-05-13
diamonds,diamonds,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-17,2014-05-20
directory,directory,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-10,2014-05-13
enterprises,enterprises,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-17,2014-05-20
kitchen,kitchen,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-10,2014-05-13
photography,photography,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-03,2014-05-06
tips,tips,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-17,2014-05-20
xn--q9jyb4c,みんな,1,"Charleston Road Registry Inc.",Charleston-Road-Registry-Inc,http://ntldstats.com/registry/Charleston-Road-Registry-Inc,https://www.registry.google,"Google Inc.",Google-Inc,http://ntldstats.com/backend/Google-Inc,https://www.registry.google/,whois.nic.google,utf8,1,,2014-02-21,2038-01-01
today,today,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-10,2014-05-13
menu,menu,1,"Wedding TLD2, LLC",Wedding-TLD2-LLC,http://ntldstats.com/registry/Wedding-TLD2-LLC,http://nic.menu/,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.menu,utf8,1,,2014-02-10,2014-05-16
uno,uno,1,"Radix FZC",Radix-FZC,http://ntldstats.com/registry/Radix-FZC,https://www.radix.website/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-03-19,2014-06-17
xn--3ds443g,在线,1,"TLD REGISTRY LIMITED",TLD-REGISTRY-LIMITED,http://ntldstats.com/registry/TLD-REGISTRY-LIMITED,https://internetregistry.info/,"Beijing Tele-info Network Technology Co., Ltd.",Beijing-Teleinfo-Network-Technology-Co-Ltd,http://ntldstats.com/backend/Beijing-Teleinfo-Network-Technology-Co-Ltd,https://www.teleinfo.cn/,whois.nic.xn--3ds443g,utf8,1,,2014-04-28,2014-07-30
immobilien,immobilien,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.immobilien,utf8,1,,2014-04-30,2014-07-29
email,email,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-17,2014-06-17
solutions,solutions,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-17,2014-06-17
holiday,holiday,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-04-07,2014-07-08
florist,florist,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-31,2014-07-01
coffee,coffee,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-31,2014-07-01
builders,builders,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-17,2014-06-17
repair,repair,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-24,2014-06-24
ninja,ninja,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.ninja,utf8,1,,2014-04-30,2014-07-29
kaufen,kaufen,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.kaufen,utf8,1,,2014-06-25,2014-09-23
house,house,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-31,2014-07-01
training,training,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-17,2014-06-17
codes,codes,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-04-14,2014-07-15
international,international,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-31,2014-07-01
onl,onl,1,"iRegistry GmbH",iRegistry-GmbH,http://ntldstats.com/registry/iRegistry-GmbH,,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.onl,utf8,1,,2014-04-17,2014-07-16
glass,glass,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-24,2014-06-24
education,education,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-24,2014-06-24
farm,farm,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-04-14,2014-07-15
solar,solar,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-31,2014-07-01
institute,institute,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-24,2014-06-24
ceo,ceo,1,"CEOTLD Pty Ltd",CEOTLD-Pty-Ltd,http://ntldstats.com/registry/CEOTLD-Pty-Ltd,1,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-03-17,2014-06-15
ruhr,ruhr,1,"dotSaarland GmbH",dotSaarland-GmbH,http://ntldstats.com/registry/dotSaarland-GmbH,https://nic.saarland/en,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-03-27,2016-06-22
recipes,recipes,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-24,2014-05-27
computer,computer,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-10,2014-06-10
academy,academy,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-10,2014-06-10
careers,careers,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-24,2014-05-27
cab,cab,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-03,2014-06-03
systems,systems,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-10,2014-06-10
domains,domains,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-03,2014-06-03
viajes,viajes,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-04-14,2014-07-15
company,company,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-10,2014-06-10
camp,camp,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-24,2014-06-24
limo,limo,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-03,2014-06-03
management,management,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-10,2014-06-10
photos,photos,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-24,2014-05-27
shoes,shoes,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-02-24,2014-05-27
center,center,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-10,2014-06-10
buzz,buzz,1,"DOTSTRATEGY CO.",DOTSTRATEGY-CO,http://ntldstats.com/registry/DOTSTRATEGY-CO,http://www.buzznames.biz,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.buzz,utf8,1,,2014-04-15,2014-07-14
support,support,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-03-17,2014-06-17
wien,wien,1,"punkt.wien GmbH",punktwien-GmbH,http://ntldstats.com/registry/punktwien-GmbH,https://www.nic.wien/de,"RyCE GmbH",RyCE-GmbH,http://ntldstats.com/backend/RyCE-GmbH,,whois.ryce-rsp.com,utf8,1,,2014-07-15,2018-08-07
xn--fiq228c5hs,中文网,1,"TLD REGISTRY LIMITED",TLD-REGISTRY-LIMITED,http://ntldstats.com/registry/TLD-REGISTRY-LIMITED,https://internetregistry.info/,"Beijing Tele-info Network Technology Co., Ltd.",Beijing-Teleinfo-Network-Technology-Co-Ltd,http://ntldstats.com/backend/Beijing-Teleinfo-Network-Technology-Co-Ltd,https://www.teleinfo.cn/,whois.nic.xn--fiq228c5hs,utf8,1,,2014-04-28,2014-07-30
berlin,berlin,1,"dotBERLIN GmbH & Co. KG",dotBERLIN-GmbH-Co-KG,http://ntldstats.com/registry/dotBERLIN-GmbH-Co-KG,https://nic.berlin/,"TLD-BOX Registrydienstleistungen GmbH",TLDBOX-Registrydienstleistungen-GmbH,http://ntldstats.com/backend/TLDBOX-Registrydienstleistungen-GmbH,https://www.nic.at/de/tldbox/tldbox,whois.nic.berlin,utf8,1,,2014-03-18,2014-06-16
agency,agency,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-04-21,2014-07-22
marketing,marketing,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-04-07,2014-07-08
cheap,cheap,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-04-21,2014-07-22
zone,zone,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-04-21,2014-09-23
club,club,1,"Registry Services, LLC",Registry-Services-LLC,http://ntldstats.com/registry/Registry-Services-LLC,https://registry.godaddy/,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.club,utf8,1,,2014-05-07,2014-08-05
build,build,1,"Plan Bee LLC",Plan-Bee-LLC,http://ntldstats.com/registry/Plan-Bee-LLC,https://about.build/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-04-29,2014-07-28
pics,pics,1,"XYZ.COM LLC",XYZCOM-LLC,http://ntldstats.com/registry/XYZCOM-LLC,https://xyz.xyz/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-04-15,2014-07-14
pink,pink,1,"Afilias Ltd.",Afilias-Limited,http://ntldstats.com/registry/Afilias-Limited,https://identity.digital/,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.pink,utf8,1,,2014-04-15,2014-07-14
luxury,luxury,1,"Luxury Partners LLC",Luxury-Partners-LLC,http://ntldstats.com/registry/Luxury-Partners-LLC,https://www.luxurybrandpartners.com/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-05-12,2014-08-17
photo,photo,1,"Registry Services, LLC",Registry-Services-LLC,http://ntldstats.com/registry/Registry-Services-LLC,https://registry.godaddy/,"Tucows Registry Services",Tucows-Inc,http://ntldstats.com/backend/Tucows-Inc,https://www.tucowsregistry.com/,whois.nic.photo,utf8,1,,2014-04-15,2014-07-14
gift,gift,1,"DotGift, LLC",dotgift-llc,http://ntldstats.com/registry/dotgift-llc,,"Tucows Registry Services",Tucows-Inc,http://ntldstats.com/backend/Tucows-Inc,https://www.tucowsregistry.com/,whois.nic.gift,utf8,1,,2014-04-15,2014-07-14
rich,rich,1,"iRegistry GmbH",iRegistry-GmbH,http://ntldstats.com/registry/iRegistry-GmbH,,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.rich,utf8,1,,2014-04-10,2014-07-09
red,red,1,"Afilias Ltd.",Afilias-Limited,http://ntldstats.com/registry/Afilias-Limited,https://identity.digital/,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.afilias.net,utf8,1,,2014-04-15,2014-07-14
shiksha,shiksha,1,"Afilias Ltd.",Afilias-Limited,http://ntldstats.com/registry/Afilias-Limited,https://identity.digital/,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.shiksha,utf8,1,,2014-04-15,2014-07-14
