Zone,"Zone UTF8",Delegated,"Registry Name","Registry Alias","Registry Info URL","Registry URL","Backend Name","Backend Alias","Backend Info URL","Backend URL","Whois Hostname","Whois Charset","Whois IPv6","Whois Options","Trademark Open","Trademark Close"
audio,audio,1,"XYZ.COM LLC",XYZCOM-LLC,http://ntldstats.com/registry/XYZCOM-LLC,https://xyz.xyz/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-09-03,2014-12-02
hiphop,hiphop,1,"Dot Hip Hop, LLC",Dot-Hip-Hop-LLC,http://ntldstats.com/registry/Dot-Hip-Hop-LLC,https://www.get.hiphop/,"Tucows Registry Services",Tucows-Inc,http://ntldstats.com/backend/Tucows-Inc,https://www.tucowsregistry.com/,whois.nic.hiphop,utf8,1,,2014-09-03,2014-12-02
loans,loans,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-09-08,2014-12-09
church,church,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-09-08,2014-12-09
life,life,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-09-08,2014-12-09
beer,beer,1,"Registry Services, LLC",Registry-Services-LLC,http://ntldstats.com/registry/Registry-Services-LLC,https://registry.godaddy/,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.beer,utf8,1,,2014-09-25,2014-12-24
juegos,juegos,1,"UNR Corp.",UNR-Corp,http://ntldstats.com/registry/UNR-Corp,,"Tucows Registry Services",Tucows-Inc,http://ntldstats.com/backend/Tucows-Inc,https://www.tucowsregistry.com/,whois.nic.juegos,utf8,1,,2014-09-03,2014-12-02
luxe,luxe,1,"Registry Services, LLC",Registry-Services-LLC,http://ntldstats.com/registry/Registry-Services-LLC,https://registry.godaddy/,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.luxe,utf8,1,,2018-10-30,2019-01-28
credit,credit,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-08-25,2014-11-25
accountants,accountants,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-09-01,2014-12-02
digital,digital,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-09-01,2014-12-02
claims,claims,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-08-25,2014-11-25
yachts,yachts,1,"XYZ.COM LLC",XYZCOM-LLC,http://ntldstats.com/registry/XYZCOM-LLC,https://xyz.xyz/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2016-04-06,2019-01-14
rio,rio,1,"Empresa Municipal de Informática SA - IPLANRIO",Empresa-Municipal-de-Inform-tica-SA-IPLANRIO,http://ntldstats.com/registry/Empresa-Municipal-de-Inform-tica-SA-IPLANRIO,https://nic.rio/,NIC.br,NICbr,http://ntldstats.com/backend/NICbr,https://nic.br/,whois.gtlds.nic.br,utf8,1,,,
homes,homes,1,"XYZ.COM LLC",XYZCOM-LLC,http://ntldstats.com/registry/XYZCOM-LLC,https://xyz.xyz/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2016-05-12,2019-04-15
autos,autos,1,"XYZ.COM LLC",XYZCOM-LLC,http://ntldstats.com/registry/XYZCOM-LLC,https://xyz.xyz/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2016-07-04,2019-06-14
versicherung,versicherung,1,"TLD-BOX Registrydienstleistungen GmbH",TLDBOX-Registrydienstleistungen-GmbH,http://ntldstats.com/registry/TLDBOX-Registrydienstleistungen-GmbH,https://www.nic.at/de/tldbox/tldbox,"TLD-BOX Registrydienstleistungen GmbH",TLDBOX-Registrydienstleistungen-GmbH,http://ntldstats.com/backend/TLDBOX-Registrydienstleistungen-GmbH,https://www.nic.at/de/tldbox/tldbox,whois.nic.versicherung,utf8,1,,2014-09-16,2014-12-15
reise,reise,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-08-06,2014-11-04
motorcycles,motorcycles,1,"XYZ.COM LLC",XYZCOM-LLC,http://ntldstats.com/registry/XYZCOM-LLC,https://xyz.xyz/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2016-08-18,2019-01-31
xn--czr694b,商标,1,"Internet DotTrademark Organisation Limited",Internet-DotTrademark-Organisation-Limited,http://ntldstats.com/registry/Internet-DotTrademark-Organisation-Limited,,"Internet DotTrademark Organisation Limited",Internet-DotTrademark-Organisation-Limited,http://ntldstats.com/backend/Internet-DotTrademark-Organisation-Limited,https://trademarkdomain.com/,whois.nic.xn--czr694b,utf8,1,,2015-01-08,2015-04-30
xn--4gbrim,????,1,"Helium TLDs Ltd",Helium-TLDs-Ltd,http://ntldstats.com/registry/Helium-TLDs-Ltd,,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2015-01-06,2015-04-06
degree,degree,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.degree,utf8,1,,2015-01-07,2015-04-07
space,space,1,"Radix FZC",Radix-FZC,http://ntldstats.com/registry/Radix-FZC,https://www.radix.website/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2015-01-19,2015-04-19
website,website,1,"Radix FZC",Radix-FZC,http://ntldstats.com/registry/Radix-FZC,https://www.radix.website/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-08-26,2014-11-24
bio,bio,1,"Afilias Ltd.",Afilias-Limited,http://ntldstats.com/registry/Afilias-Limited,https://identity.digital/,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.bio,utf8,1,,2014-08-21,2014-11-19
lawyer,lawyer,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.lawyer,utf8,1,,2014-10-01,2014-12-30
vet,vet,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.vet,utf8,1,,2014-10-15,2015-01-13
mortgage,mortgage,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.mortgage,utf8,1,,2014-10-29,2015-01-27
software,software,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.software,utf8,1,,2014-12-03,2015-03-03
host,host,1,"Radix FZC",Radix-FZC,http://ntldstats.com/registry/Radix-FZC,https://www.radix.website/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-08-26,2014-11-24
market,market,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.market,utf8,1,,2014-10-29,2015-01-27
dentist,dentist,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.dentist,utf8,1,,2014-12-17,2015-03-17
hiv,hiv,1,"Internet Naming Co.",Internet-Naming-Co,http://ntldstats.com/registry/Internet-Naming-Co,https://internetnaming.co,"Tucows Registry Services",Tucows-Inc,http://ntldstats.com/backend/Tucows-Inc,https://www.tucowsregistry.com/,whois.nic.hiv,utf8,1,,2014-08-26,2015-03-31
attorney,attorney,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.attorney,utf8,1,,2014-10-01,2014-12-30
press,press,1,"Radix FZC",Radix-FZC,http://ntldstats.com/registry/Radix-FZC,https://www.radix.website/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-08-26,2014-11-24
engineer,engineer,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.engineer,utf8,1,,2014-11-12,2015-02-10
nhk,nhk,1,"Japan Broadcasting Corporation (NHK)",Japan-Broadcasting-Corporation-NHK,http://ntldstats.com/registry/Japan-Broadcasting-Corporation-NHK,https://www.nhk.or.jp,"GMO Registry, Inc.",GMO-Registry-Inc,http://ntldstats.com/backend/GMO-Registry-Inc,https://www.gmoregistry.com/,whois.nic.nhk,utf8,1,,,
hamburg,hamburg,1,"Hamburg Top-Level-Domain GmbH",Hamburg-TopLevelDomain-GmbH,http://ntldstats.com/registry/Hamburg-TopLevelDomain-GmbH,https://nic.hamburg/,"TLD-BOX Registrydienstleistungen GmbH",TLDBOX-Registrydienstleistungen-GmbH,http://ntldstats.com/backend/TLDBOX-Registrydienstleistungen-GmbH,https://www.nic.at/de/tldbox/tldbox,whois.nic.hamburg,utf8,1,,2014-08-27,2014-11-26
rehab,rehab,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.rehab,utf8,1,,2014-12-17,2015-03-17
tirol,tirol,1,"punkt Tirol GmbH",punkt-Tirol-GmbH,http://ntldstats.com/registry/punkt-Tirol-GmbH,http://domain.tirol.com,"RyCE GmbH",RyCE-GmbH,http://ntldstats.com/backend/RyCE-GmbH,,whois.ryce-rsp.com,utf8,1,,2015-06-01,2019-07-02
republican,republican,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.republican,utf8,1,,2014-09-03,2014-12-02
gives,gives,1,"Public Interest Registry (PIR)",Public-Interest-Registry,http://ntldstats.com/registry/Public-Interest-Registry,https://thenew.org/org-people/,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.gives,utf8,1,,2015-01-07,2015-04-07
navy,navy,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.navy,utf8,1,,2014-10-15,2015-01-13
army,army,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.army,utf8,1,,2014-10-15,2015-01-13
global,global,1,"Dot Global Domain Registry Limited",Dot-Global-Domain-Registry-Limited,http://ntldstats.com/registry/Dot-Global-Domain-Registry-Limited,1,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.global,utf8,1,,2014-09-09,2015-03-02
scot,scot,1,"Dot Scot Registry Limited",Dot-Scot-Registry-Limited,http://ntldstats.com/registry/Dot-Scot-Registry-Limited,https://dot.scot/,"CORE Association",CORE-Association,http://ntldstats.com/backend/CORE-Association,https://corenic.org/,whois.nic.scot,utf8,1,"-C utf8",2014-09-23,2014-12-22
organic,organic,1,"Afilias Ltd.",Afilias-Limited,http://ntldstats.com/registry/Afilias-Limited,https://identity.digital/,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.organic,utf8,1,,2014-09-15,2014-12-14
xn--kput3i,手机,1,"Beijing RITT-Net Technology Development Co., Ltd",Beijing-RITTNet-Technology-Development-Co-Ltd,http://ntldstats.com/registry/Beijing-RITTNet-Technology-Development-Co-Ltd,https://www.rntd.cn/,"Beijing Tele-info Network Technology Co., Ltd.",Beijing-Teleinfo-Network-Technology-Co-Ltd,http://ntldstats.com/backend/Beijing-Teleinfo-Network-Technology-Co-Ltd,https://www.teleinfo.cn/,whois.nic.xn--kput3i,utf8,1,,2015-02-09,2015-05-10
vlaanderen,vlaanderen,1,"DNS.be vzw",DNSbe-vzw,http://ntldstats.com/registry/DNSbe-vzw,https://www.dnsbelgium.be,"DNS Belgium vzw",DNS-Belgium-vzw,http://ntldstats.com/backend/DNS-Belgium-vzw,https://www.dnsbelgium.be/,whois.nic.vlaanderen,utf8,1,,2015-01-20,2015-04-20
brussels,brussels,1,"DNS.be vzw",DNSbe-vzw,http://ntldstats.com/registry/DNSbe-vzw,https://www.dnsbelgium.be,"DNS Belgium vzw",DNS-Belgium-vzw,http://ntldstats.com/backend/DNS-Belgium-vzw,https://www.dnsbelgium.be/,whois.nic.brussels,utf8,1,,2015-01-20,2015-04-20
surf,surf,1,"Registry Services, LLC",Registry-Services-LLC,http://ntldstats.com/registry/Registry-Services-LLC,https://registry.godaddy/,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.surf,utf8,1,,2014-09-25,2014-12-24
bzh,bzh,1,"Association www.bzh",Association-wwwbzh,http://ntldstats.com/registry/Association-wwwbzh,https://www.pik.bzh/,AFNIC,AFNIC,http://ntldstats.com/backend/AFNIC,https://www.afnic.fr/,whois.nic.bzh,utf8,1,,2014-12-04,2015-03-05
ovh,ovh,1,"OVH SAS",OVH-SAS,http://ntldstats.com/registry/OVH-SAS,https://www.ovh.com,AFNIC,AFNIC,http://ntldstats.com/backend/AFNIC,https://www.afnic.fr/,whois.nic.ovh,utf8,1,,2014-10-02,2015-04-30
capetown,capetown,1,"ZA Central Registry NPC trading as ZA Central Registry",ZA-Central-Registry-NPC-trading-as-ZA-Central-Registry,http://ntldstats.com/registry/ZA-Central-Registry-NPC-trading-as-ZA-Central-Registry,https://registry.net.za/,"Domain Name Services (Pty) Ltd.",Domain-Name-Services-Pty-Ltd,http://ntldstats.com/backend/Domain-Name-Services-Pty-Ltd,https://dns.net.za/,capetown-whois.registry.net.za,utf8,1,,2014-11-04,2015-02-03
physio,physio,1,"PhysBiz Pty Ltd",PhysBiz-Pty-Ltd,http://ntldstats.com/registry/PhysBiz-Pty-Ltd,https://registry.physio/,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.physio,utf8,1,,2014-11-05,2015-02-04
lotto,lotto,1,"Afilias Ltd.",Afilias-Limited,http://ntldstats.com/registry/Afilias-Limited,https://identity.digital/,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.lotto,utf8,1,,2015-09-08,2016-01-31
durban,durban,1,"ZA Central Registry NPC trading as ZA Central Registry",ZA-Central-Registry-NPC-trading-as-ZA-Central-Registry,http://ntldstats.com/registry/ZA-Central-Registry-NPC-trading-as-ZA-Central-Registry,https://registry.net.za/,"Domain Name Services (Pty) Ltd.",Domain-Name-Services-Pty-Ltd,http://ntldstats.com/backend/Domain-Name-Services-Pty-Ltd,https://dns.net.za/,whois.nic.durban,utf8,1,,2014-11-04,2015-02-03
green,green,1,"Afilias Ltd.",Afilias-Limited,http://ntldstats.com/registry/Afilias-Limited,https://identity.digital/,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.green,utf8,1,,2015-03-24,2015-06-22
joburg,joburg,1,"ZA Central Registry NPC trading as ZA Central Registry",ZA-Central-Registry-NPC-trading-as-ZA-Central-Registry,http://ntldstats.com/registry/ZA-Central-Registry-NPC-trading-as-ZA-Central-Registry,https://registry.net.za/,"Domain Name Services (Pty) Ltd.",Domain-Name-Services-Pty-Ltd,http://ntldstats.com/backend/Domain-Name-Services-Pty-Ltd,https://dns.net.za/,joburg-whois.registry.net.za,utf8,1,,2014-11-04,2015-02-03
bmw,bmw,1,"Bayerische Motoren Werke Aktiengesellschaft",Bayerische-Motoren-Werke-Aktiengesellschaft,http://ntldstats.com/registry/Bayerische-Motoren-Werke-Aktiengesellschaft,http://nic.bmw.com,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,,
mini,mini,1,"Bayerische Motoren Werke Aktiengesellschaft",Bayerische-Motoren-Werke-Aktiengesellschaft,http://ntldstats.com/registry/Bayerische-Motoren-Werke-Aktiengesellschaft,http://nic.bmw.com,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,,
city,city,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-09-29,2014-12-30
deals,deals,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-09-22,2014-12-23
direct,direct,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-09-15,2014-12-16
place,place,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-09-15,2014-12-16
hosting,hosting,1,"XYZ.COM LLC",XYZCOM-LLC,http://ntldstats.com/registry/XYZCOM-LLC,https://xyz.xyz/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-11-25,2015-02-23
property,property,1,"Internet Naming Co.",Internet-Naming-Co,http://ntldstats.com/registry/Internet-Naming-Co,https://internetnaming.co,"Tucows Registry Services",Tucows-Inc,http://ntldstats.com/backend/Tucows-Inc,https://www.tucowsregistry.com/,whois.nic.property,utf8,1,,2014-11-25,2015-02-23
click,click,1,"Internet Naming Co.",Internet-Naming-Co,http://ntldstats.com/registry/Internet-Naming-Co,https://internetnaming.co,"Tucows Registry Services",Tucows-Inc,http://ntldstats.com/backend/Tucows-Inc,https://www.tucowsregistry.com/,whois.nic.click,utf8,1,,2014-11-25,2015-02-23
diet,diet,1,"XYZ.COM LLC",XYZCOM-LLC,http://ntldstats.com/registry/XYZCOM-LLC,https://xyz.xyz/,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-11-25,2015-02-23
help,help,1,"UNR Corp.",UNR-Corp,http://ntldstats.com/registry/UNR-Corp,,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-11-25,2015-02-23
suzuki,suzuki,1,"SUZUKI MOTOR CORPORATION",SUZUKI-MOTOR-CORPORATION,http://ntldstats.com/registry/SUZUKI-MOTOR-CORPORATION,1,"GMO Registry, Inc.",GMO-Registry-Inc,http://ntldstats.com/backend/GMO-Registry-Inc,https://www.gmoregistry.com/,whois.nic.suzuki,utf8,1,,,
schmidt,schmidt,1,"SCHMIDT GROUPE S.A.S.",SCHMIDT-GROUPE-SAS,http://ntldstats.com/registry/SCHMIDT-GROUPE-SAS,,"SCHMIDT GROUPE S.A.S.",SCHMIDT-GROUPE-SAS,http://ntldstats.com/backend/SCHMIDT-GROUPE-SAS,,whois.nic.schmidt,utf8,1,,,
cuisinella,cuisinella,1,"SCHMIDT GROUPE S.A.S.",SCHMIDT-GROUPE-SAS,http://ntldstats.com/registry/SCHMIDT-GROUPE-SAS,,"SCHMIDT GROUPE S.A.S.",SCHMIDT-GROUPE-SAS,http://ntldstats.com/backend/SCHMIDT-GROUPE-SAS,,whois.nic.cuisinella,utf8,1,,,
melbourne,melbourne,1,"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation",The-Crown-in-right-of-the-State-of-Victoria-represented-by-its-Department-of-State-Development-Business-and-Innovation,http://ntldstats.com/registry/The-Crown-in-right-of-the-State-of-Victoria-represented-by-its-Department-of-State-Development-Business-and-Innovation,http://www.ariservices.com,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.melbourne,utf8,1,,2014-10-01,2015-01-01
nrw,nrw,1,"Minds + Machines GmbH",Minds-Machines-GmbH,http://ntldstats.com/registry/Minds-Machines-GmbH,https://mmx.co/,"Knipp Medien und Kommunikation GmbH",Knipp-Medien-und-Kommunikation-GmbH,http://ntldstats.com/backend/Knipp-Medien-und-Kommunikation-GmbH,1,whois.nic.nrw,utf8,1,"-C utf8 ",2015-03-24,2015-06-22
scb,scb,1,"The Siam Commercial Bank Public Company Limited (""SCB"")",The-Siam-Commercial-Bank-Public-Company-Limited-SCB,http://ntldstats.com/registry/The-Siam-Commercial-Bank-Public-Company-Limited-SCB,http://scb.dotarai.com,"Thai Name Server Co., Ltd.",Thai-Name-Server-Co-Ltd,http://ntldstats.com/backend/Thai-Name-Server-Co-Ltd,https://www.thnic.co.th/,whois.nic.scb,ascii,1,,,
gent,gent,1,"Combell nv",Combell-nv,http://ntldstats.com/registry/Combell-nv,,CentralNic,CentralNic,http://ntldstats.com/backend/CentralNic,https://www.centralnicgroup.com/,whois.centralnic.com,utf8,0,,2014-11-24,2015-02-22
healthcare,healthcare,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-10-13,2015-01-13
restaurant,restaurant,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-11-03,2015-02-03
gifts,gifts,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-11-03,2015-02-03
sarl,sarl,1,"Binky Moon, LLC",Binky-Moon-LLC,http://ntldstats.com/registry/Binky-Moon-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.donuts.co,utf8,1,,2014-11-03,2015-02-03
praxi,praxi,1,"Praxi S.p.A.",Praxi-SpA,http://ntldstats.com/registry/Praxi-SpA,https://www.praxi.praxi/,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.praxi,utf8,1,,,
yandex,yandex,1,"Yandex Europe B.V.",Yandex-Europe-BV,http://ntldstats.com/registry/Yandex-Europe-BV,,"Tucows Registry Services",Tucows-Inc,http://ntldstats.com/backend/Tucows-Inc,https://www.tucowsregistry.com/,whois.nic.yandex,utf8,1,,,
auction,auction,1,"Dog Beach, LLC",Dog-Beach-LLC,http://ntldstats.com/registry/Dog-Beach-LLC,https://identity.digital,"Identity Digital Inc.",Identity-Digital-Inc,http://ntldstats.com/backend/Identity-Digital-Inc,https://identity.digital,whois.nic.auction,utf8,1,,2014-12-03,2015-03-03
whoswho,whoswho,1,"Who's Who Registry",Whos-Who-Registry,http://ntldstats.com/registry/Whos-Who-Registry,http://domains.whoswho.com,"Knipp Medien und Kommunikation GmbH",Knipp-Medien-und-Kommunikation-GmbH,http://ntldstats.com/backend/Knipp-Medien-und-Kommunikation-GmbH,1,whois.nic.whoswho,utf8,1,"-C utf8",2015-02-18,2015-09-24
krd,krd,1,"KRG Department of Information Technology",KRG-Department-of-Information-Technology,http://ntldstats.com/registry/KRG-Department-of-Information-Technology,http://www.dit.krg.org,"GoDaddy Registry",GoDaddy-Registry,http://ntldstats.com/backend/GoDaddy-Registry,https://registry.godaddy/,whois.nic.krd,utf8,1,,2016-02-16,2016-05-16
