domain,num_aaaa_fail,rate_all,num_aaaa_all,num_aaaa_success,rate_aaaa_fail
lsw-fast.lenovo.com.cn,2,0.00%,2,0,100.00%
docteamapi.wps.cn,2,0.00%,2,0,100.00%
pcmgrmonitor.3g.qq.com,2,0.00%,2,0,100.00%
c.pc.qq.com,2,0.00%,2,0,100.00%
gaode-jmacs.m.taobao.com,2,0.00%,2,0,100.00%
cloudfont.docer.wps.cn,2,0.00%,2,0,100.00%
client.docer.wps.cn,2,0.00%,2,0,100.00%
unpkg.zhimg.com,2,0.00%,4,2,50.00%
tracker.army,2,0.00%,2,0,100.00%
tracker.pomf.se,2,0.00%,2,0,100.00%
ort.stsdk.vivo.com.cn,2,0.00%,2,0,100.00%
shcu1.myddns.cyou,2,0.00%,2,0,100.00%
array613.prod.do.dsp.mp.microsoft.com,2,0.00%,2,0,100.00%
nsp-hicloud-cloudbackupnorth4-p01-drcn.obs.cn-north-4.myhuaweicloud.cn,2,0.00%,2,0,100.00%
nsp-hicloud-cloudphotonorth4-p03-drcn.obs.cn-north-4.myhuaweicloud.com,2,0.00%,2,0,100.00%
nsp-hicloud-cloudphotonorth4-p02-drcn.obs.cn-north-4.myhuaweicloud.cn,2,0.00%,2,0,100.00%
e191.b.akamaiedge.net,2,0.00%,2,0,100.00%
hq.cjsc.com.cn,2,0.00%,2,0,100.00%
vpn.xidian.edu.cn,2,0.00%,2,0,100.00%
update-khd.2345.cc,2,0.00%,2,0,100.00%
quote.eastmoney.com,2,0.00%,4,2,50.00%
same.eastmoney.com,2,0.00%,2,0,100.00%
gbfek.eastmoney.com,2,0.00%,4,2,50.00%
emres.eastmoney.com,2,0.00%,4,2,50.00%
emcharts.dftzj.com,2,0.00%,4,2,50.00%
emcharts.eastmoney.com,2,0.00%,4,2,50.00%
emcharts.dfcfw.com,2,0.00%,4,2,50.00%
cmsjs.eastmoney.com,2,0.00%,4,2,50.00%
32.newspush.eastmoney.com,2,0.00%,2,0,100.00%
cnc.quickconnect.cn,2,0.00%,2,0,100.00%
datacenter-web.eastmoney.com,2,0.00%,4,2,50.00%
wp.mail.qq.com,2,0.00%,2,0,100.00%
setup.icloud.com,2,0.00%,4,2,50.00%
setup.fe.apple-dns.net,2,0.00%,4,2,50.00%
p205-contacts.icloud.com.cn,2,0.00%,2,0,100.00%
stocks-data-service.lb-apple.com.akadns.net,2,0.00%,4,2,50.00%
a1091.dscb.akamai.net,2,0.00%,4,2,50.00%
common-geo.ha.1drv.com,2,0.00%,2,0,100.00%
common-geo.onedrive.trafficmanager.net,2,0.00%,2,0,100.00%
dsm01pcor005-com.be.1drv.com,2,0.00%,2,0,100.00%
3scpuqeq.sched.sma.tdnsstic1.cn,2,0.00%,2,0,100.00%
weu010-breeziest-in.cloudapp.net,2,0.00%,2,0,100.00%
mail.arubafin.com,2,0.00%,2,0,100.00%
settings-prod-uks-1.uksouth.cloudapp.azure.com,2,0.00%,2,0,100.00%
array610.prod.do.dsp.mp.microsoft.com,2,0.00%,2,0,100.00%
kt-prod.ess.apple.com,2,0.00%,2,0,100.00%
dcbrowser.cqttech.com.w.kunlungr.com,2,0.00%,2,0,100.00%
array802.prod.do.dsp.mp.microsoft.com,2,0.00%,2,0,100.00%
29-courier.push.apple.com,2,0.00%,2,0,100.00%
29.courier-push-apple.com.akadns.net,2,0.00%,2,0,100.00%
api.vps315.com,2,0.00%,4,2,50.00%
api.ipify.org,2,0.00%,2,0,100.00%
clientconfig.passport.net,2,0.00%,4,2,50.00%
hsk-api.oray.com,2,0.00%,2,0,100.00%
array510.prod.do.dsp.mp.microsoft.com,2,0.00%,2,0,100.00%
wechat.todesk.com,2,0.00%,2,0,100.00%
pan.wps.cn,2,0.00%,2,0,100.00%
l2.hiwifi.com,2,0.00%,2,0,100.00%
s.symcb.com,2,0.00%,3,1,66.67%
3.ubuntu.pool.ntp.org,2,0.00%,2,0,100.00%
pull-hls-hs-f5-tsl.douyincdn.com.yangyi19.com,2,0.00%,2,0,100.00%
hcdnl.pulldouyincmccssp.gslb.d.live.cdn.chinamobile.com,2,0.00%,2,0,100.00%
pull-flv-l11.douyincdn.com.sched.l10.tdnsv5.com.clive.vwnti.yrzhcloud.cn,2,0.00%,2,0,100.00%
onedscolprdeus09.eastus.cloudapp.azure.com,2,0.00%,2,0,100.00%
api.smoot.apple.com,2,0.00%,2,0,100.00%
prod.registrar.skype.com,2,0.00%,2,0,100.00%
desktop.docker.com,2,0.00%,4,2,50.00%
client-teamviewer-com.trafficmanager.net,2,0.00%,2,0,100.00%
cde-prod-eastasia.azurewebsites.net,2,0.00%,2,0,100.00%
waws-prod-hk1-037.sip.azurewebsites.windows.net,2,0.00%,2,0,100.00%
waws-prod-hk1-037-8347.eastasia.cloudapp.azure.com,2,0.00%,2,0,100.00%
s.f.qh-lb.com,2,0.00%,4,2,50.00%
40-courier.push.apple.com,2,0.00%,2,0,100.00%
40.courier-push-apple.com.akadns.net,2,0.00%,2,0,100.00%
748049e45d87b8c7.jijifun.com,2,0.00%,2,0,100.00%
5a880faf6fb5e608.jijifun.com,2,0.00%,2,0,100.00%
dcat-tlu-fg-shim.trafficmanager.net,2,0.00%,2,0,100.00%
tlu.dl.delivery.mp.microsoft.com.a.bdydns.com,2,0.00%,2,0,100.00%
opencdnmsdl3.jomodns.com,2,0.00%,2,0,100.00%
www.google-analytics.com,2,0.00%,7,5,28.57%
emp-api.baidu.com,2,0.00%,2,0,100.00%
mail.116bestwork.cf,2,0.00%,2,0,100.00%
ade.googlesyndication.com,2,0.00%,2,0,100.00%
messaging.awsmcafeeccs.mcafee.com,2,0.00%,2,0,100.00%
config.safedog.cn,2,0.00%,2,0,100.00%
down.safedog.cn,2,0.00%,2,0,100.00%
queipo3w.nodedata.net,2,0.00%,2,0,100.00%
e7248.dscb.akamaiedge.net,2,0.00%,4,2,50.00%
sz-qiniu-all.volcgtm.com,2,0.00%,4,2,50.00%
accountv2.wpsdns.com,2,0.00%,2,0,100.00%
1min.pcfg.cache.wpscdn.cn.qiniudns.com,2,0.00%,2,0,100.00%
tiny009.china.line.qiniudns.com,2,0.00%,2,0,100.00%
tiny.china.qiniu.com.trpcdn.net,2,0.00%,2,0,100.00%
datacluster4.cipsup.cn,2,0.00%,2,0,100.00%
w.deepl.com,2,0.00%,2,0,100.00%
krgame06.graniterapids.com,2,0.00%,2,0,100.00%
8-courier.push.apple.com,2,0.00%,2,0,100.00%
app.cadmoremedia.com,2,0.00%,2,0,100.00%
securepubads.g.doubleclick.net,2,0.00%,2,0,100.00%
dpm.demdex.net,2,0.00%,2,0,100.00%
ieeexplore.demdex.net,2,0.00%,2,0,100.00%
cm.everesttech.net,2,0.00%,2,0,100.00%
smetrics-ieeexplore.ieee.org,2,0.00%,2,0,100.00%
rum8.perf.linkedin.com,2,0.00%,2,0,100.00%
onedscolprdjpe05.japaneast.cloudapp.azure.com,2,0.00%,2,0,100.00%
btrace.video.qq.com,2,0.00%,2,0,100.00%
vweixinthumb.tc.qq.com,2,0.00%,4,2,50.00%
snz04pap002.storage.live.com,2,0.00%,2,0,100.00%
bam.nr-data.net,2,0.00%,2,0,100.00%
data.pendo.io,2,0.00%,2,0,100.00%
app.mcafee.com,2,0.00%,2,0,100.00%
instruaccess.mcafee.com,2,0.00%,2,0,100.00%
sdk.iad-05.braze.com,2,0.00%,2,0,100.00%
lf-cdn-tos.bytescm.com,2,0.00%,2,0,100.00%
kunpeng-sc.csdnimg.cn.w.cdngslb.com,2,0.00%,2,0,100.00%
static.googleadsserving.cn,2,0.00%,3,1,66.67%
zhannei-dm.csdn.net,2,0.00%,2,0,100.00%
statistic.csdn.net,2,0.00%,2,0,100.00%
dashboard.snapcraft.io,2,0.00%,2,0,100.00%
www.yuque.com,2,0.00%,2,0,100.00%
p13n.adobe.io,2,0.00%,2,0,100.00%
assets.leetcode-cn.com.w.kunlungr.com,2,0.00%,2,0,100.00%
apm.hexin.cn,2,0.00%,2,0,100.00%
report.fantuants.com,2,0.00%,2,0,100.00%
webappcfg.paas.cmbchina.com,2,0.00%,2,0,100.00%
hqstats.10jqka.com.cn,2,0.00%,2,0,100.00%
mbads.paas.cmbchina.com,2,0.00%,2,0,100.00%
appinfocdn.cmbimg.com,2,0.00%,2,0,100.00%
s3gw.cmbimg.com,2,0.00%,2,0,100.00%
entitlement.auth.adobe.com,2,0.00%,2,0,100.00%
sp.auth.adobe.com,2,0.00%,2,0,100.00%
img.mb.cmbimg.com,2,0.00%,2,0,100.00%
hiya.browser.360.cn,2,0.00%,2,0,100.00%
update-windows.grammarly.com,2,0.00%,2,0,100.00%
log-api.pangolin-sdk-toutiao-b.com,2,0.00%,4,2,50.00%
hcfy.app,2,0.00%,4,2,50.00%
partnerad.l.doubleclick.net,2,0.00%,2,0,100.00%
cdn.sstatic.net,2,0.00%,2,0,100.00%
www.vod.lxdns.com,2,0.00%,4,2,50.00%
serviceplus.phytium.com.cn,2,0.00%,2,0,100.00%
github.githubassets.com,2,0.00%,2,0,100.00%
1251524319.vod2.myqcloud.com,2,0.00%,2,0,100.00%
lbs.mail.163.com,2,0.00%,2,0,100.00%
c-ring.msedge.net,2,0.00%,2,0,100.00%
96.push2his.eastmoney.com,2,0.00%,2,0,100.00%
34.push2his.eastmoney.com,2,0.00%,2,0,100.00%
87.push2his.eastmoney.com,2,0.00%,2,0,100.00%
80.push2his.eastmoney.com,2,0.00%,2,0,100.00%
hk4e-sdk.mihoyo.com,2,0.00%,2,0,100.00%
shee9noh.nodedata.net,2,0.00%,2,0,100.00%
17-courier.push.apple.com,2,0.00%,2,0,100.00%
blog.jobfie.es,2,0.00%,2,0,100.00%
cn-hbcd-cu-02-07.bilivideo.com,2,0.00%,2,0,100.00%
upext.chrome.360.cn,2,0.00%,2,0,100.00%
config.i.duba.net,2,0.00%,2,0,100.00%
4.courier-push-apple.com.akadns.net,2,0.00%,2,0,100.00%
13-courier.push.apple.com,2,0.00%,2,0,100.00%
13.courier-push-apple.com.akadns.net,2,0.00%,2,0,100.00%
appleimap.126.com,2,0.00%,2,0,100.00%
api.docer.wpscdn.cn.qiniudns.com,2,0.00%,4,2,50.00%
api.docer.wpscdn.china.line.qiniudns.com,2,0.00%,4,2,50.00%
global.sns.cs.quickconnect.to,2,0.00%,2,0,100.00%
subscription.iqiyi.com,2,0.00%,4,2,50.00%
44-courier.push.apple.com,2,0.00%,2,0,100.00%
44.courier-push-apple.com.akadns.net,2,0.00%,2,0,100.00%
pop3.163.idns.yeah.net,2,0.00%,2,0,100.00%
dotplayer.coldlake1.com,2,0.00%,4,2,50.00%
dotplayer.coldlake1.com.w.cdngslb.com,2,0.00%,4,2,50.00%
assets.msn.cn-c.edgekey.net.globalredir.akadns.net,2,0.00%,2,0,100.00%
msn-china.bing123.com,2,0.00%,2,0,100.00%
a1834.dscg2.akamai.net,2,0.00%,4,2,50.00%
21-courier.push.apple.com,2,0.00%,2,0,100.00%
21.courier-push-apple.com.akadns.net,2,0.00%,2,0,100.00%
intel11.cn.edgekey.net,2,0.00%,4,2,50.00%
lib.iscas.ac.cn,2,0.00%,2,0,100.00%
drive.google.com,2,0.00%,4,2,50.00%
web.sdk.qcloud.com,2,0.00%,4,2,50.00%
s1.symcb.com,2,0.00%,4,2,50.00%
17hs.servyou.com.cn,2,0.00%,2,0,100.00%
newdoc.docer.wps.cn,2,0.00%,2,0,100.00%
userinfo.docer.wps.cn,2,0.00%,2,0,100.00%
u.zhugeapi.net,2,0.00%,2,0,100.00%
secfsr.lenovomm.com,2,0.00%,2,0,100.00%
pcmgr.lenovo.com.cn,2,0.00%,2,0,100.00%
scholar.l.google.com,2,0.00%,2,0,100.00%
data.mistat.xiaomi.com,2,0.00%,2,0,100.00%
query.ess.apple.com,2,0.00%,2,0,100.00%
wmgp-update.wmupd.com.w.alikunlun.com,2,0.00%,2,0,100.00%
api.segment.io,2,0.00%,2,0,100.00%
services.gfe.nvidia.com,2,0.00%,2,0,100.00%
inappcheck-cn.itunes-apple.com.akadns.net,2,0.00%,4,2,50.00%
link.netease.im,2,0.00%,2,0,100.00%
lbs.netease.im,2,0.00%,2,0,100.00%
conversions.appsflyer.com,2,0.00%,2,0,100.00%
g-msn-com-nsatc.trafficmanager.net,2,0.00%,4,2,50.00%
oneclient.sfx.ms.edgekey.net,2,0.00%,4,2,50.00%
e9659.dspg.akamaiedge.net,2,0.00%,4,2,50.00%
pull-rtmp-f6-hs.pstatp.com,2,0.00%,4,2,50.00%
pull-flv-f26-proxy.douyincdn.com,2,0.00%,4,2,50.00%
push-rtmp-l27.douyincdn.com,2,0.00%,2,0,100.00%
push-rtmp-l3-encryption.douyincdn.com,2,0.00%,2,0,100.00%
pull-flv-l6-enc.douyincdn.com,2,0.00%,4,2,50.00%
pull-flv-l6-source.douyincdn.com.hdlvcloud.ks-cdn.com,2,0.00%,4,2,50.00%
mailn2sk.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn3qh.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn7sh.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn6sk.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn3sh.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn5qh.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn7qh.message.cmbchina.com,2,0.00%,2,0,100.00%
pull-flv-l6-encryption.douyincdn.com,2,0.00%,4,2,50.00%
mailn1qh.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn5sh.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn4sh.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn8sk.message.cmbchina.com,2,0.00%,2,0,100.00%
pull-tsl-vr-l11.douyincdn.com,2,0.00%,4,2,50.00%
mail1.message.cmbchina.com,2,0.00%,2,0,100.00%
mail2.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn3sz.message.cmbchina.com,2,0.00%,2,0,100.00%
mailh1.message.cmbchina.com,2,0.00%,2,0,100.00%
mailh2.message.cmbchina.com,2,0.00%,2,0,100.00%
mailn4sz.message.cmbchina.com,2,0.00%,2,0,100.00%
pull-flv-l6-cny.douyincdn.com.hdlvcloud.ks-cdn.com,2,0.00%,4,2,50.00%
pull-flv-f1.douyincdn.com,2,0.00%,4,2,50.00%
mailn1sz.message.cmbchina.com,2,0.00%,2,0,100.00%
mail.message.cmbchina.com,2,0.00%,2,0,100.00%
pull-rtmp-f6.douyincdn.com,2,0.00%,4,2,50.00%
pull-flv-l95.douyincdn.com,2,0.00%,4,2,50.00%
pull-flv-l1-source.douyincdn.com,2,0.00%,4,2,50.00%
pull-flv-l6.douyincdn.com,2,0.00%,4,2,50.00%
pull-flv-l6.douyincdn.com.hdlvcloud.ks-cdn.com,2,0.00%,4,2,50.00%
play-dy.ulive.ugslb.com,2,0.00%,2,0,100.00%
wx-love-img.afunapp.com,2,0.00%,2,0,100.00%
pull-tsl-vr-l1.douyincdn.com,2,0.00%,4,2,50.00%
25.courier-push-apple.com.akadns.net,2,0.00%,2,0,100.00%
pull-tsl-spe-l11.douyincdn.com.cdn.dnsv1.com,2,0.00%,4,2,50.00%
pull-flv-l6-hs.pstatp.com,2,0.00%,4,2,50.00%
pull-lls-spe-l6.douyincdn.com,2,0.00%,4,2,50.00%
v3-cold4.douyinvod.com,2,0.00%,2,0,100.00%
v3-cold4.douyinvod.com.w.kunluncan.com,2,0.00%,2,0,100.00%
statistic.live.126.net,2,0.00%,2,0,100.00%
21.push2his.eastmoney.com,2,0.00%,2,0,100.00%
93.push2his.eastmoney.com,2,0.00%,2,0,100.00%
eihie4vi.nodedata.net,2,0.00%,2,0,100.00%
thu0thei.nodedata.net,2,0.00%,2,0,100.00%
portainer-io-assets.sfo2.digitaloceanspaces.com,2,0.00%,2,0,100.00%
cn-sh.sasg4e.ccddns.lol,2,0.00%,2,0,100.00%
94.push2his.eastmoney.com,2,0.00%,2,0,100.00%
85.push2his.eastmoney.com,2,0.00%,2,0,100.00%
array616.prod.do.dsp.mp.microsoft.com,2,0.00%,2,0,100.00%
public-cdn.cloud.unity3d.com,2,0.00%,2,0,100.00%
partiality.itunes.apple.com,2,0.00%,4,2,50.00%
profile.firefox.com.cn,2,0.00%,2,0,100.00%
sync.firefox.com.cn,2,0.00%,2,0,100.00%
krgame08.graniterapids.com,2,0.00%,2,0,100.00%
api-accounts.firefox.com.cn,2,0.00%,2,0,100.00%
s14-sync.firefox.com.cn,2,0.00%,2,0,100.00%
qtx4xi8lzc.feishu.cn,2,0.00%,2,0,100.00%
cn4.gmdns.net,2,0.00%,2,0,100.00%
gimg3.baidu.com.a.bdydns.com,2,0.00%,2,0,100.00%
pss.bdstatic.com.a.bdydns.com,2,0.00%,2,0,100.00%
dup.baidustatic.com,2,0.00%,2,0,100.00%
ecomcbjs.jomodns.com,2,0.00%,2,0,100.00%
img-blog.csdnimg.cn,2,0.00%,2,0,100.00%
profile.csdnimg.cn,2,0.00%,2,0,100.00%
gsp0.baidu.com,2,0.00%,2,0,100.00%
img-home.csdnimg.cn,2,0.00%,2,0,100.00%
delegation.a.shifen.com,2,0.00%,2,0,100.00%
cdn.wwads.cn,2,0.00%,2,0,100.00%
kunyu.csdn.net,2,0.00%,2,0,100.00%
event.csdn.net,2,0.00%,5,3,40.00%
profile-avatar.csdnimg.cn,2,0.00%,2,0,100.00%
zhanzhang.toutiao.com,2,0.00%,2,0,100.00%
cn3.gmdns.net,2,0.00%,2,0,100.00%
cb.e.shifen.com,2,0.00%,2,0,100.00%
c2.pcs.baidu.com,2,0.00%,4,2,50.00%
r4---sn-ni5eln7l.gvt1.com,2,0.00%,2,0,100.00%
APAC04.azure-devices.net,2,0.00%,2,0,100.00%
ns-sb2-prod-hk2-005.cloudapp.net,2,0.00%,2,0,100.00%
r2---sn-ni5een7l.gvt1.com,2,0.00%,2,0,100.00%
gstaticadssl.l.google.com,2,0.00%,2,0,100.00%
mmbiz.qpic.cn.sched.legopic1.tdnsv6.com,2,0.00%,2,0,100.00%
www.tm.ak.prd.aadg.akadns.net,2,0.00%,2,0,100.00%
zlxxglobal.v.lxcvc.com,2,0.00%,2,0,100.00%
clientnotification-userprodcus1-6.servicebus.windows.net,2,0.00%,2,0,100.00%
inappcheck.itunes.apple.com,2,0.00%,2,0,100.00%
dss3.bdstatic.com,2,0.00%,2,0,100.00%
www2.bing.com,2,0.00%,2,0,100.00%
aefd.nelreports.net,2,0.00%,5,3,40.00%
api.k.163.com,2,0.00%,2,0,100.00%
api.crush.163.com,2,0.00%,2,0,100.00%
sat02pap003.storage.live.com,2,0.00%,4,2,50.00%
onedriveclucprodbn20003.blob.core.windows.net,2,0.00%,2,0,100.00%
weather-edge.apple.com,2,0.00%,2,0,100.00%
cl4-cn.apple.com,2,0.00%,2,0,100.00%
p216-fmf.icloud.com.cn,2,0.00%,2,0,100.00%
fmf.fe.apple-dns.cn,2,0.00%,2,0,100.00%
shift.is.autonavi.com.gds.alibabadns.com,2,0.00%,2,0,100.00%
ocsp.pki.goog,2,0.00%,2,0,100.00%
passport.bilibili.com,2,0.00%,2,0,100.00%
dataflow.biliapi.com,2,0.00%,3,1,66.67%
ca.iadsdk.apple.com,2,0.00%,2,0,100.00%
member.bilibili.com,2,0.00%,2,0,100.00%
ah.yd01.paopaocloud.cyou,2,0.00%,2,0,100.00%
img0.baidu.com,2,0.00%,2,0,100.00%
metrics.hub.caaws.services,2,0.00%,2,0,100.00%
security.ie.sogou.com,2,0.00%,2,0,100.00%
res.browser.qq.com,2,0.00%,2,0,100.00%
skin.browser.qq.com,2,0.00%,2,0,100.00%
feeds.qq.com,2,0.00%,2,0,100.00%
skeyword.browser.qq.com,2,0.00%,2,0,100.00%
stdl.qq.com,2,0.00%,2,0,100.00%
baas.browser.qq.com,2,0.00%,2,0,100.00%
wis.qq.com,2,0.00%,2,0,100.00%
mat1.gtimg.com,2,0.00%,4,2,50.00%
ad.browser.qq.com,2,0.00%,2,0,100.00%
img2.baidu.com,2,0.00%,2,0,100.00%
mam.netease.com,2,0.00%,2,0,100.00%
transit1.wslog.chinanetcenter.com,2,0.00%,2,0,100.00%
mambap2pvodh5.8686c.com,2,0.00%,2,0,100.00%
v18.toutiaovod.com,2,0.00%,2,0,100.00%
transit2.wslog.chinanetcenter.com,2,0.00%,2,0,100.00%
vasvip-pub.wpscdn.cn,2,0.00%,4,2,50.00%
apifox.cn-hangzhou.log.aliyuncs.com,2,0.00%,2,0,100.00%
img1.baidu.com,2,0.00%,2,0,100.00%
su.ff.avast.com,2,0.00%,2,0,100.00%
webrtcpunch.video.qq.com,2,0.00%,2,0,100.00%
p26-be-pack-sign.pglstatp-toutiao.com,2,0.00%,4,2,50.00%
pcdownaliyun.titan.mgtv.com,2,0.00%,2,0,100.00%
code.aliyun.com,2,0.00%,2,0,100.00%
minor-api.mihoyo.com,2,0.00%,2,0,100.00%
wap.sogou.com,2,0.00%,2,0,100.00%
ldc-open.lenovo.com.cn,2,0.00%,2,0,100.00%
ip1880706120.funshion.com,2,0.00%,2,0,100.00%
cinema-pics-drcn.dbankcdn.com,2,0.00%,4,2,50.00%
play4.cp21.ott.cibntv.net,2,0.00%,4,2,50.00%
download.jetbrains.com.cn,2,0.00%,4,2,50.00%
d2lfklupjnai2b.cloudfront.cn,2,0.00%,4,2,50.00%
tools.l.google.com,2,0.00%,4,2,50.00%
prdwss-prod-nlb-wss-b8099ab1e72f69ce.elb.us-west-2.amazonaws.com,2,0.00%,2,0,100.00%
hw-prod-pub-alb-245537193.us-west-2.elb.amazonaws.com,2,0.00%,2,0,100.00%
swallow.apple.com,2,0.00%,2,0,100.00%
appleimap.163.com,2,0.00%,2,0,100.00%
e2820.g.akamaiedge.net,2,0.00%,2,0,100.00%
mesu.apple.com,2,0.00%,4,2,50.00%
mesu-cdn.apple.com.akadns.net,2,0.00%,4,2,50.00%
42.courier-push-apple.com.akadns.net,2,0.00%,2,0,100.00%
e7695.dscg.akamaiedge.net,2,0.00%,4,2,50.00%
9-courier.push.apple.com,2,0.00%,2,0,100.00%
9.courier-push-apple.com.akadns.net,2,0.00%,2,0,100.00%
onedscolprdwus00.westus.cloudapp.azure.com,2,0.00%,2,0,100.00%
cdn.content.prod.cms.msn.com.edgekey.net,2,0.00%,4,2,50.00%
e10663.dscg.akamaiedge.net,2,0.00%,4,2,50.00%
cdn.ark.qq.com.cloud.tc.qq.com,2,0.00%,2,0,100.00%
cdn.ark.qq.com.sched.legopic1.tdnsv6.com,2,0.00%,2,0,100.00%
sqm.telemetry.microsoft.com,2,0.00%,2,0,100.00%
p209-quota.icloud.com.cn,2,0.00%,2,0,100.00%
quota.fe.apple-dns.cn,2,0.00%,2,0,100.00%
iadsdk.apple.com,2,0.00%,2,0,100.00%
iadsdk.apple.com.akadns.net,2,0.00%,2,0,100.00%
prod.ingestion-edge.prod.dataops.mozgcp.NET,2,0.00%,2,0,100.00%
0.pool.ntp.org,2,0.00%,2,0,100.00%
1.pool.ntp.org,2,0.00%,2,0,100.00%
3.pool.ntp.org,2,0.00%,2,0,100.00%
3.asia.pool.ntp.org,2,0.00%,2,0,100.00%
0.asia.pool.ntp.org,2,0.00%,2,0,100.00%
mail.persbywepocad.tk,2,0.00%,2,0,100.00%
cp601.prod.do.dsp.mp.microsoft.com,2,0.00%,2,0,100.00%
271509e17755a70d683b7f40cdb3eec6df604067.u.fdmpkg.org,2,0.00%,2,0,100.00%
onedriveclucprodbn20005.blob.core.windows.net,2,0.00%,2,0,100.00%
iplc.a.hellossr.com,2,0.00%,2,0,100.00%
iplc.b.hellossr.com,2,0.00%,2,0,100.00%
cdn-cn.nekocloud.cn,2,0.00%,2,0,100.00%
beacons5.gvt3.com,2,0.00%,6,4,33.33%
down1.abckantu.com,2,0.00%,2,0,100.00%
report.uchiha.ltd,2,0.00%,2,0,100.00%
down2.abckantu.com,2,0.00%,2,0,100.00%
telemetry.rancher.io,2,0.00%,2,0,100.00%
launcher-public-service-prod06.ol.epicgames.com,2,0.00%,2,0,100.00%
api.ghostery.net,2,0.00%,2,0,100.00%
wechat.intelcupid.com,2,0.00%,2,0,100.00%
mssdk-bu.bytedance.com.w.cdngslb.com,2,0.00%,2,0,100.00%
api-access.pangolin-sdk-toutiao.com.bytedns1.com,2,0.00%,2,0,100.00%
api-access.pangolin-sdk-toutiao.com.w.cdngslb.com,2,0.00%,2,0,100.00%
dsp-x.jd.com,2,0.00%,2,0,100.00%
xlog.jd.com,2,0.00%,2,0,100.00%
nex.163.com,2,0.00%,2,0,100.00%
static-dxospf.split.netease.com,2,0.00%,2,0,100.00%
tnc3-aliec2.snssdk.com,2,0.00%,2,0,100.00%
janapi.jd.com,2,0.00%,2,0,100.00%
tnc3-aliec2.snssdk.com.w.cdngslb.com,2,0.00%,2,0,100.00%
yp.ws.126.net,2,0.00%,2,0,100.00%
e-p4p.163.com,2,0.00%,2,0,100.00%
repository.gtm.eset.com,2,0.00%,2,0,100.00%
in2-prod-east-us2-23fa330.trafficmanager.net,2,0.00%,2,0,100.00%
in1-gw2-01-ce7dd027.eastus2.cloudapp.azure.com,2,0.00%,4,2,50.00%
p218-contacts.icloud.com.cn,2,0.00%,2,0,100.00%
sconf.f.360.cn,2,0.00%,2,0,100.00%
cl.vd.f.360.cn,2,0.00%,2,0,100.00%
up.f.360.cn,2,0.00%,2,0,100.00%
de756e7cb5050f7a-cl2.qcloudcjgj.com,2,0.00%,2,0,100.00%
apne1-bytedance-cn.sentinelone.net,2,0.00%,2,0,100.00%
i-resv.meituan.com,2,0.00%,2,0,100.00%
toblog.ctobsnssdk.com.bytedns1.com,2,0.00%,2,0,100.00%
toblog.ctobsnssdk.com.c.dsa.cdnbuild.net,2,0.00%,2,0,100.00%
toblog.ctobsnssdk.com.w.cdngslb.com,2,0.00%,2,0,100.00%
dispatcher.is.autonavi.com,2,0.00%,2,0,100.00%
gspe35-ssl.ls.apple.com,2,0.00%,2,0,100.00%
p47-fmf.icloud.com.cn,2,0.00%,2,0,100.00%
beacons6.gvt2.com,2,0.00%,4,2,50.00%
weather-analytics-events.apple.com,2,0.00%,2,0,100.00%
v5-colde.douyinvod.com.yangyi19.com,2,0.00%,4,2,50.00%
47-courier.push.apple.com,2,0.00%,2,0,100.00%
47.courier-push-apple.com.akadns.net,2,0.00%,2,0,100.00%
v5-coldb.douyinvod.com,2,0.00%,2,0,100.00%
v5-coldb.douyinvod.com.yangyi19.com,2,0.00%,2,0,100.00%
dy-vod-j.bytegslb.com,2,0.00%,2,0,100.00%
v5-colde.douyinvod.com,2,0.00%,4,2,50.00%
dy-vod-colde.bytegslb.com,2,0.00%,4,2,50.00%
baidu-cn-north-00001.bj-a.bcebos.com,2,0.00%,2,0,100.00%
bj-a.bcebos.com,2,0.00%,2,0,100.00%
connect.rom.miui.com,2,0.00%,2,0,100.00%
settings-bd.feishu.cn.w.cdngslb.com,2,0.00%,2,0,100.00%
k1-ipv6.gslb.ksyuncdn.com,2,0.00%,4,2,50.00%
assets.msn.cn-c.edgekey.net,2,0.00%,2,0,100.00%
ecn.dev.ditu.live.com.lxcvc.com,2,0.00%,2,0,100.00%
a-0032.a-msedge.net,2,0.00%,4,2,50.00%
36.push2his.eastmoney.com,2,0.00%,2,0,100.00%
24.push2his.eastmoney.com,2,0.00%,2,0,100.00%
98.push2his.eastmoney.com,2,0.00%,2,0,100.00%
71.push2his.eastmoney.com,2,0.00%,2,0,100.00%
46.push2his.eastmoney.com,2,0.00%,2,0,100.00%
95.push2his.eastmoney.com,2,0.00%,2,0,100.00%
76.push2his.eastmoney.com,2,0.00%,2,0,100.00%
pc.profile.pinyin.sogou.com,2,0.00%,2,0,100.00%
pinyin.sogou.com,2,0.00%,2,0,100.00%
sgp11.graniterapids.com,2,0.00%,2,0,100.00%
