domain,num_aaaa_fail,rate_all,num_aaaa_all,num_aaaa_success,rate_aaaa_fail
pull-flv-l13.douyincdn.com,6,0.01%,6,0,100.00%
pull-flv-l13.douyincdn.com.a.bcelive.com,6,0.01%,6,0,100.00%
bcedyflvq.jomodns.com,6,0.01%,6,0,100.00%
pull-rtmp-l11-cny.douyincdn.com,6,0.01%,6,0,100.00%
pull-rtmp-l26-cny.douyincdn.com,6,0.01%,6,0,100.00%
pull-rtmp-l11-cny.douyincdn.com.tcdnlive.com,6,0.01%,6,0,100.00%
pull-rtmp-l26-cny.douyincdn.com.c.cdnhwc3.com,6,0.01%,6,0,100.00%
pull-rtmp-l11-cny.douyincdn.com.sched.l9.tdnsv5.com,6,0.01%,6,0,100.00%
push-rtmp-l1.douyincdn.com.wsdvs.com,6,0.01%,6,0,100.00%
pull-rtmp-l11.douyincdn.com.livecdn.liveplay.myqcloud.com,6,0.01%,6,0,100.00%
pull-f3-proxy.douyincdn.com,6,0.01%,6,0,100.00%
pull-rtmp-l11.douyincdn.com.tcdnlive.com,6,0.01%,6,0,100.00%
pull-f3-proxy.douyincdn.com.w.alikunlun.net,6,0.01%,6,0,100.00%
pull-rtmp-l11.douyincdn.com.sched.l8.tdnsv5.com,6,0.01%,6,0,100.00%
pull-rtmp-l1-source.douyincdn.com.wsdvs.com,6,0.01%,6,0,100.00%
stock2.finance.sina.com.cn,6,0.01%,6,0,100.00%
92.push2his.eastmoney.com,6,0.01%,6,0,100.00%
hk1-2.nigirocloud.com,6,0.01%,6,0,100.00%
29.push2his.eastmoney.com,6,0.01%,6,0,100.00%
64.push2his.eastmoney.com,6,0.01%,6,0,100.00%
alpha-cloud-log.cn-hangzhou.log.aliyuncs.com,6,0.01%,6,0,100.00%
imap-mail.outlook.com,6,0.01%,12,6,50.00%
hp3.mail.netease.com,6,0.01%,6,0,100.00%
ipm-klca.kaspersky.com,6,0.01%,6,0,100.00%
cn2.gmdns.net,6,0.01%,6,0,100.00%
sg1.gmdns.net,6,0.01%,6,0,100.00%
cn9.gmdns.net,6,0.01%,6,0,100.00%
cn14.gmdns.net,6,0.01%,6,0,100.00%
cn5.gmdns.net,6,0.01%,6,0,100.00%
dotcounter.douyucdn.cn,6,0.01%,6,0,100.00%
s.cn.bing.net,6,0.01%,6,0,100.00%
acstatic-dun.126.net,6,0.01%,6,0,100.00%
se.360.cn,6,0.01%,10,4,60.00%
onedscolprdcus08.centralus.cloudapp.azure.com,6,0.01%,6,0,100.00%
array805.prod.do.dsp.mp.microsoft.com,6,0.01%,6,0,100.00%
array611.prod.do.dsp.mp.microsoft.com,6,0.01%,6,0,100.00%
hkg03.bch.baidu-itm.com,6,0.01%,6,0,100.00%
mssdk-bu.bytedance.com,6,0.01%,6,0,100.00%
toblog.ctobsnssdk.com,6,0.01%,6,0,100.00%
pdcweb.micloud.xiaomi.net,6,0.01%,6,0,100.00%
frp.zwlin.top,6,0.01%,6,0,100.00%
i1.hdslb.com,6,0.01%,12,6,50.00%
d.docs.live.net,6,0.01%,7,1,85.71%
dl.google.com,6,0.01%,6,0,100.00%
bgpv4.music.ntes53.netease.com,6,0.01%,6,0,100.00%
securityapi.d3-pr-tm.com,6,0.01%,6,0,100.00%
beacons-handoff.gcp.gvt2.com,6,0.01%,6,0,100.00%
dc.applicationinsights.microsoft.com,6,0.01%,6,0,100.00%
dc.applicationinsights.azure.com,6,0.01%,6,0,100.00%
global.in.ai.monitor.azure.com,6,0.01%,6,0,100.00%
global.in.ai.privatelink.monitor.azure.com,6,0.01%,6,0,100.00%
dc.trafficmanager.net,6,0.01%,6,0,100.00%
pancake.cdn-apple.com.akadns.net,6,0.01%,6,0,100.00%
pancake-cn.cdn-apple.com.akadns.net,6,0.01%,6,0,100.00%
htydhd.wmupd.com,6,0.01%,6,0,100.00%
settings-prod-eus-1.eastus.cloudapp.azure.com,6,0.01%,6,0,100.00%
d.dropbox.com,6,0.01%,12,6,50.00%
service.weather.msn.cn,6,0.01%,6,0,100.00%
ocsp.verisign.com,6,0.01%,12,6,50.00%
us3-1.nigirocloud.com,6,0.01%,6,0,100.00%
us3-3.nigirocloud.com,6,0.01%,6,0,100.00%
au1-1.nigirocloud.com,6,0.01%,6,0,100.00%
au1-2.nigirocloud.com,6,0.01%,6,0,100.00%
au1-4.nigirocloud.com,6,0.01%,6,0,100.00%
au2-2.nigirocloud.com,6,0.01%,6,0,100.00%
au2-4.nigirocloud.com,6,0.01%,6,0,100.00%
de1-3.nigirocloud.com,6,0.01%,6,0,100.00%
us3-4.nigirocloud.com,6,0.01%,6,0,100.00%
de1-4.nigirocloud.com,6,0.01%,6,0,100.00%
de2-1.nigirocloud.com,6,0.01%,6,0,100.00%
de2-3.nigirocloud.com,6,0.01%,6,0,100.00%
ee1-1.nigirocloud.com,6,0.01%,6,0,100.00%
ee1-2.nigirocloud.com,6,0.01%,6,0,100.00%
ee1-3.nigirocloud.com,6,0.01%,6,0,100.00%
os1-6.nigirocloud.com,6,0.01%,6,0,100.00%
ee1-4.nigirocloud.com,6,0.01%,6,0,100.00%
us1-1.nigirocloud.com,6,0.01%,6,0,100.00%
us1-3.nigirocloud.com,6,0.01%,6,0,100.00%
us1-4.nigirocloud.com,6,0.01%,6,0,100.00%
us2-3.nigirocloud.com,6,0.01%,6,0,100.00%
us2-4.nigirocloud.com,6,0.01%,6,0,100.00%
ty2-3.nigirocloud.com,6,0.01%,6,0,100.00%
pull-flv-f11-proxy.douyincdn.com.sched.l8.tdnsv5.com,6,0.01%,6,0,100.00%
pull-hls-hs-f5-tsl.douyincdn.com.w.cdngslb.com,6,0.01%,6,0,100.00%
pull-flv-l11-encryption.douyincdn.com.tcdnlive.com,6,0.01%,6,0,100.00%
pull-flv-l11-encryption.douyincdn.com.sched.l9.tdnsv5.com,6,0.01%,6,0,100.00%
pull-flv-f96.douyincdn.com.d.live.cdn.chinamobile.com,6,0.01%,6,0,100.00%
pull-flv-f13.douyincdn.com.a.bcelive.com,6,0.01%,6,0,100.00%
bcefdyflvq.jomodns.com,6,0.01%,6,0,100.00%
pull-rtmp-l13.douyincdn.com.a.bcelive.com,6,0.01%,6,0,100.00%
pull-hls-spe-l26.douyincdn.com,6,0.01%,6,0,100.00%
push-rtmp-l26.douyincdn.com,6,0.01%,6,0,100.00%
push-rtmp-hs-f5.huoshanlive.com.c.volcfcdndvs.com,6,0.01%,6,0,100.00%
hcdnl.push.gslb.c.cdnhwc2.com,6,0.01%,6,0,100.00%
toutiao.uplive.ks-cdn.com,6,0.01%,6,0,100.00%
pull-l3-hs.pstatp.com.w.alikunlun.net,6,0.01%,6,0,100.00%
push-rtmp-l1-cny.douyincdn.com,6,0.01%,6,0,100.00%
pull-tsl-l3.douyincdn.com,6,0.01%,6,0,100.00%
push-rtmp-l1-cny.douyincdn.com.wsdvs.com,6,0.01%,6,0,100.00%
push-rtmp-l11-cny.douyincdn.com.livepush.myqcloud.com,6,0.01%,6,0,100.00%
push-rtmp-l27.douyincdn.com.live-publish.galileo.jcloud-cdn.com,6,0.01%,6,0,100.00%
yun.livepush.myqcloud.com,6,0.01%,6,0,100.00%
push-rtmp-l26-cny.douyincdn.com.c.cdnhwc3.com,6,0.01%,6,0,100.00%
pull-lls-l26.douyincdn.com,6,0.01%,6,0,100.00%
pull-f3.douyincdn.com.m.alikunlun.net,6,0.01%,6,0,100.00%
pull-lls-l11.douyincdn.com,6,0.01%,6,0,100.00%
webrtc.liveplay.myqcloud.com.sched.webrtc.tdnsv5.com,6,0.01%,6,0,100.00%
push-rtmp-l3-cny.douyincdn.com,6,0.01%,6,0,100.00%
push-rtmp-vr-l11.douyincdn.com.tlivepush.com,6,0.01%,6,0,100.00%
pull-l3.douyincdn.com,6,0.01%,6,0,100.00%
pull-l3.douyincdn.com.w.alikunlun.net,6,0.01%,6,0,100.00%
pull-flv-l1-cny.douyincdn.com.wsdvs.com,6,0.01%,6,0,100.00%
push-rtmp-l11.douyincdn.com.livepush.myqcloud.com,6,0.01%,6,0,100.00%
jt.tlivepush3soct1douyin.tcdn.qq.com,6,0.01%,6,0,100.00%
pull-f5-vs.flive.douyincdn.com,6,0.01%,6,0,100.00%
pull-f5-vs.flive.douyincdn.com.c.bytefcdn.com,6,0.01%,6,0,100.00%
hcdnl.pulldyin.f26.gslb.c.cdnhwc2.com,6,0.01%,6,0,100.00%
push-rtmp-f5-hs.pstatp.com,6,0.01%,6,0,100.00%
push-rtmp-l1.ixigua.com.wsdvs.com,6,0.01%,6,0,100.00%
pull-flv-l27.douyincdn.com.live-play.galileo.jcloud-cdn.com,6,0.01%,6,0,100.00%
pull-flv-f11.douyincdn.com.sched.l8.tdnsv5.com,6,0.01%,6,0,100.00%
pull-flv-spe-l11.douyincdn.com.tlivecdn.com,6,0.01%,6,0,100.00%
pull-hls-f6.douyincdn.com.hlsvcloud.ks-cdn.com,6,0.01%,6,0,100.00%
pull-flv-spe-l11.douyincdn.com.sched.l9.tdnsv5.com,6,0.01%,6,0,100.00%
k5-toutiao-ml.gslb.ksyuncdn.com,6,0.01%,6,0,100.00%
pull-hls-f13.douyincdn.com,6,0.01%,6,0,100.00%
pull-hls-f5-enc.flive.douyincdn.com,6,0.01%,6,0,100.00%
pull-hls-f13.douyincdn.com.a.bdydns.com,6,0.01%,6,0,100.00%
pull-hls-f5-enc.flive.douyincdn.com.w.kunluncan.com,6,0.01%,6,0,100.00%
push-rtmp-l13.douyincdn.com.b.bcelive.com,6,0.01%,6,0,100.00%
pull-l3-cny.douyincdn.com.w.alikunlun.com,6,0.01%,6,0,100.00%
push-rtmp-hs-f5.douyincdn.com.c.volcfcdndvs.com,6,0.01%,6,0,100.00%
pull-hls-f29.douyincdn.com.ucloud.com.cn,6,0.01%,6,0,100.00%
play.ulive.ugslb.com,6,0.01%,6,0,100.00%
pull-hs-f5.flive.douyincdn.com.c.volcfcdndvs.com,6,0.01%,6,0,100.00%
push-rtmp-f5-cny.douyincdn.com.c.bytefcdn.com,6,0.01%,6,0,100.00%
pull-rtmp-l29.douyincdn.com,6,0.01%,6,0,100.00%
pull-rtmp-l29.douyincdn.com.ucloud.com.cn,6,0.01%,6,0,100.00%
pull-tsl-l11.douyincdn.com.cdn.dnsv1.com,6,0.01%,6,0,100.00%
2852517.sched.v1lego.tdnsvod1.cn,6,0.01%,6,0,100.00%
pull-rtmp-f11.douyincdn.com.tcdnlive.com,6,0.01%,6,0,100.00%
pull-rtmp-f11.douyincdn.com.sched.l8.tdnsv5.com,6,0.01%,6,0,100.00%
push-rtmp-vr-l1.douyincdn.com.wsdvs.com,6,0.01%,6,0,100.00%
pull-lls-f5.flive.douyincdn.com.c.bytefcdn.com,6,0.01%,6,0,100.00%
pull-tsl-vr-l3.douyincdn.com.bytedns1.com,6,0.01%,6,0,100.00%
push-rtmp-f5.douyincdn.com,6,0.01%,6,0,100.00%
pull-f5-mptcp.flive.douyincdn.com,6,0.01%,6,0,100.00%
pull-fcdn-mptcpdouyin.s.bytefcdn.com,6,0.01%,6,0,100.00%
pull-fcdn-douyin-base1.s.bytefcdn.com,6,0.01%,6,0,100.00%
push-rtmp-hs-vr-f5.douyincdn.com.c.volcfcdndvs.com,6,0.01%,6,0,100.00%
pull-f3-hs.pstatp.com.w.alikunlun.net,6,0.01%,6,0,100.00%
pull-lls-spe-l11.douyincdn.com,6,0.01%,6,0,100.00%
push-rtmp-l6-encryption.douyincdn.com,6,0.01%,6,0,100.00%
pull-tsl-hs-spe-f5.douyincdn.com.bytedns1.com,6,0.01%,6,0,100.00%
push-rtmp-l6-encryption.douyincdn.com.upvcloud.ks-cdn.com,6,0.01%,6,0,100.00%
pull-flv-l1.ixigua.com.wsdvs.com,6,0.01%,6,0,100.00%
push-rtmp-l29.douyincdn.com,6,0.01%,6,0,100.00%
push-rtmp-l3-hs.pstatp.com,6,0.01%,6,0,100.00%
pull-hls-f5-tsl.douyincdn.com.w.cdngslb.com,6,0.01%,6,0,100.00%
pull-f5-hs.flive.pstatp.com,6,0.01%,6,0,100.00%
pull-f5-hs.flive.pstatp.com.c.bytefcdn.com,6,0.01%,6,0,100.00%
pull-hls-f5-vs-tsl.douyincdn.com.w.kunluncan.com,6,0.01%,6,0,100.00%
pull-hls-f96.douyincdn.com.d.live.cdn.chinamobile.com,6,0.01%,6,0,100.00%
pull-lls-spe-l3.douyincdn.com,6,0.01%,6,0,100.00%
pull-flv-l29.douyincdn.com.ucloud.com.cn,6,0.01%,6,0,100.00%
pull-hls-vr-l11.douyincdn.com.sched.l9.tdnsv5.com,6,0.01%,6,0,100.00%
pull-f5-hot.flive.douyincdn.com.c.bytefcdn.com,6,0.01%,6,0,100.00%
push-rtmp-spe-l3.douyincdn.com,6,0.01%,6,0,100.00%
pull-flv-f5-enc.flive.douyincdn.com.c.bytefcdn.com,6,0.01%,6,0,100.00%
pull-fcdn-base.s.bytefcdn.com,6,0.01%,6,0,100.00%
pull-flv-vr-l11.douyincdn.com.tlivecdn.com,6,0.01%,6,0,100.00%
pull-flv-vr-l11.douyincdn.com.sched.l9.tdnsv5.com,6,0.01%,6,0,100.00%
pull-flv-l1-hs.pstatp.com.wsdvs.com,6,0.01%,6,0,100.00%
pull-rtmp-l1.douyincdn.com,6,0.01%,6,0,100.00%
pull-rtmp-l1.douyincdn.com.wsdvs.com,6,0.01%,6,0,100.00%
pull-rtmp-f1-hs.pstatp.com.wsdvs.com,6,0.01%,6,0,100.00%
pull-rtmp-f29.douyincdn.com.ucloud.com.cn,6,0.01%,6,0,100.00%
pull-flv-spe-l26.douyincdn.com.c.cdnhwc3.com,6,0.01%,6,0,100.00%
pull-lls-l3.douyincdn.com.w.cdngslb.com,6,0.01%,6,0,100.00%
pull-rtmp-l1-cny.douyincdn.com.wsdvs.com,6,0.01%,6,0,100.00%
push-rtmp-l1-hs.pstatp.com,6,0.01%,6,0,100.00%
push-rtmp-l1-hs.pstatp.com.wsdvs.com,6,0.01%,6,0,100.00%
cdn-file.ludashi.com.m.alikunlun.net,6,0.01%,6,0,100.00%
v1.douyinvod.com,6,0.01%,6,0,100.00%
v1.douyinvod.com.wsdvs.com,6,0.01%,6,0,100.00%
smp-device-content.apple.com,6,0.01%,6,0,100.00%
smp-device-content.lb-apple.com.akadns.net,6,0.01%,6,0,100.00%
smp-device-content-cn.lb-apple.com.akadns.net,6,0.01%,6,0,100.00%
www.msn.cn,6,0.01%,6,0,100.00%
dc1-st.ksn.kaspersky-labs.com,6,0.01%,6,0,100.00%
ow1.res.office365.com,6,0.01%,6,0,100.00%
vi.xiaohongshu.com,6,0.01%,6,0,100.00%
img-s-msn-com.akamaized.net,6,0.01%,17,11,35.29%
live.github.com,6,0.01%,6,0,100.00%
opencdnbdimgtn.jomodns.com,6,0.01%,6,0,100.00%
sp.10jqka.com.cn,6,0.01%,6,0,100.00%
vmss-clarity-ingest-eus.eastus.cloudapp.azure.com,6,0.01%,6,0,100.00%
37.push2his.eastmoney.com,6,0.01%,6,0,100.00%
p111-fmip.icloud.com,6,0.01%,6,0,100.00%
i3.cwip.eset.com,6,0.01%,6,0,100.00%
color.docer.wps.cn,6,0.01%,6,0,100.00%
ipv6-static.dns.iqiyi.com,6,0.01%,12,6,50.00%
e19240.ca.s.tl88.net,6,0.01%,6,0,100.00%
cfw.gti.mcafee.akadns.net,6,0.01%,6,0,100.00%
wcdn.17win.com,6,0.01%,6,0,100.00%
weather-api.extfans.com,6,0.01%,6,0,100.00%
search.apps.ubuntu.com,6,0.01%,6,0,100.00%
partner.googleadservices.com,6,0.01%,6,0,100.00%
list.wallpaper.cloud.duba.net,6,0.01%,6,0,100.00%
redirector.gvt1.com,6,0.01%,6,0,100.00%
s1.hdslb.com,6,0.01%,6,0,100.00%
c.msn.com,6,0.01%,6,0,100.00%
i2.hdslb.com,6,0.01%,13,7,46.15%
onedscolprdcus01.centralus.cloudapp.azure.com,6,0.01%,6,0,100.00%
t15.baidu.com,6,0.01%,6,0,100.00%
bkssl.bdimg.com,6,0.01%,6,0,100.00%
fclick.baidu.com,6,0.01%,6,0,100.00%
baikebcs.bdimg.com,6,0.01%,6,0,100.00%
seapp.stat.360safe.com,6,0.01%,6,0,100.00%
ddns-checkip.quickconnect.to,6,0.01%,6,0,100.00%
63.push2his.eastmoney.com,6,0.01%,6,0,100.00%
odoooacnz-my.sharepoint.com,6,0.01%,6,0,100.00%
qb5x4edlyistb6qd2xzmaoe97c1s2aoo.yundunwaf5.com,6,0.01%,6,0,100.00%
pc-store-lb.lenovomm.cn,6,0.01%,6,0,100.00%
smartscreen-prod.microsoft.com,6,0.01%,6,0,100.00%
d3ra9679oeq3gx.cloudfront.net,6,0.01%,6,0,100.00%
www.i0rp1l2j.com,6,0.01%,6,0,100.00%
pc001.download.wh.cmcm.com,6,0.01%,6,0,100.00%
s.search.bilibili.com,6,0.01%,6,0,100.00%
m.hotmail.com,5,0.01%,10,5,50.00%
hcdnl.pulldyin.hls.gslb.c.cdnhwc2.com,5,0.01%,10,5,50.00%
fm.dl.126.net,5,0.01%,5,0,100.00%
gameplay.intel.com,5,0.01%,13,8,38.46%
channel-account-ssl.xunlei.com,5,0.01%,5,0,100.00%
skydrive.wns.windows.com,5,0.01%,10,5,50.00%
api.onedrive.com,5,0.01%,11,6,45.45%
vpn1.bjfu.edu.cn,5,0.01%,5,0,100.00%
www.tm.ak.prd.aadg.trafficmanager.net,5,0.01%,5,0,100.00%
tracker.coppersurfer.tk,5,0.01%,5,0,100.00%
tracker.torrenty.org,5,0.01%,5,0,100.00%
newvpn.arp.cn,5,0.01%,5,0,100.00%
apidata.googleusercontent.com,5,0.01%,5,0,100.00%
ts3.cn.mm.bing.net,5,0.01%,5,0,100.00%
events.gfe.nvidia.com,5,0.01%,5,0,100.00%
b1h.zemanta.com,5,0.01%,5,0,100.00%
vweixinf.tc.qq.com,5,0.01%,12,7,41.67%
retracker.netbynet.ru,5,0.01%,5,0,100.00%
access.video.qq.com,5,0.01%,5,0,100.00%
static.mysmth.net,5,0.01%,6,1,83.33%
pic.rmb.bdstatic.com,5,0.01%,6,1,83.33%
t10.baidu.com,5,0.01%,6,1,83.33%
ss1.bdstatic.com,5,0.01%,5,0,100.00%
autopush.prod.mozaws.net,5,0.01%,5,0,100.00%
crl3.digicert.com,5,0.01%,10,5,50.00%
dfzximg02.dftoutiao.com,5,0.01%,5,0,100.00%
3wabxy9b.sched.sma.tdnsstic1.cn,5,0.01%,5,0,100.00%
ty1-1.nigirocloud.com,5,0.01%,5,0,100.00%
ty1-3.nigirocloud.com,5,0.01%,5,0,100.00%
nl3-8.nigirocloud.com,5,0.01%,5,0,100.00%
uk1-2.nigirocloud.com,5,0.01%,5,0,100.00%
asf-ris-prod-easia-azsc.eastasia.cloudapp.azure.com,5,0.01%,5,0,100.00%
l5.gslb.ksyuncdn.com,5,0.01%,10,5,50.00%
array811.prod.do.dsp.mp.microsoft.com,5,0.01%,5,0,100.00%
onedscolprdwus06.westus.cloudapp.azure.com,5,0.01%,5,0,100.00%
a1992.dscd.akamai.net,5,0.01%,10,5,50.00%
onedscolprdcus00.centralus.cloudapp.azure.com,5,0.01%,5,0,100.00%
qt010.china.line.qiniudns.com,5,0.01%,10,5,50.00%
ipv6.china.qiniu.com.trpcdn.net,5,0.01%,10,5,50.00%
ocsp.sca1b.amazontrust.com,5,0.01%,5,0,100.00%
hao.lenovo.com.cn,5,0.01%,5,0,100.00%
nsl.lenovo.com.cn,5,0.01%,5,0,100.00%
yunlivepush.msf.tencent-cloud.com,5,0.01%,5,0,100.00%
wd-prod-ss-as-southeast-4-fe.southeastasia.cloudapp.azure.com,5,0.01%,5,0,100.00%
www.163.com,5,0.01%,12,7,41.67%
hubble.netease.com,5,0.01%,5,0,100.00%
ynote-statistic.lx.netease.com,5,0.01%,5,0,100.00%
upos-sz-mirrorhw.bilivideo.com,5,0.01%,8,3,62.50%
cn6.gmdns.net,5,0.01%,5,0,100.00%
kv501.prod.do.dsp.mp.microsoft.com,5,0.01%,5,0,100.00%
tlu.dl.delivery.mp.microsoft.com,5,0.01%,5,0,100.00%
sslbaiduv6.jomodns.com,5,0.01%,6,1,83.33%
hpd.a.shifen.com,5,0.01%,5,0,100.00%
onedscolprdeus05.eastus.cloudapp.azure.com,5,0.01%,10,5,50.00%
pubgw.api.ddxq.mobi,5,0.01%,10,5,50.00%
torrent.centos.org,5,0.01%,5,0,100.00%
1.debian.pool.ntp.org,5,0.01%,5,0,100.00%
pc-store.lenovomm.cn,5,0.01%,5,0,100.00%
ssl.google-analytics.com,5,0.01%,5,0,100.00%
pushtrs.push.hicloud.com,5,0.01%,5,0,100.00%
cl3-cdn.origin-apple.com.akadns.net,5,0.01%,8,3,62.50%
array612.prod.do.dsp.mp.microsoft.com,5,0.01%,10,5,50.00%
data.bilicdn2.com,5,0.01%,10,5,50.00%
bili-dyn-sched.jcloud-cdn.com,5,0.01%,5,0,100.00%
settings-prod-sea-2.southeastasia.cloudapp.azure.com,5,0.01%,5,0,100.00%
r3.o.lencr.org,5,0.01%,11,6,45.45%
array606.prod.do.dsp.mp.microsoft.com,5,0.01%,5,0,100.00%
software.drivergenius.com,5,0.01%,5,0,100.00%
hk1-8.nigirocloud.com,5,0.01%,5,0,100.00%
hk1-3.nigirocloud.com,5,0.01%,5,0,100.00%
hk1-6.nigirocloud.com,5,0.01%,5,0,100.00%
au2-3.nigirocloud.com,5,0.01%,5,0,100.00%
de1-1.nigirocloud.com,5,0.01%,5,0,100.00%
de2-2.nigirocloud.com,5,0.01%,5,0,100.00%
us2-1.nigirocloud.com,5,0.01%,5,0,100.00%
us2-2.nigirocloud.com,5,0.01%,5,0,100.00%
ty2-1.nigirocloud.com,5,0.01%,5,0,100.00%
ty2-5.nigirocloud.com,5,0.01%,5,0,100.00%
ty2-7.nigirocloud.com,5,0.01%,5,0,100.00%
os2-5.nigirocloud.com,5,0.01%,5,0,100.00%
ieonlinews.microsoft.com,5,0.01%,9,4,55.56%
waconatm.officeapps.live.com,5,0.01%,5,0,100.00%
upload.fp.measure.office.com,5,0.01%,8,3,62.50%
s6110-ml.gslb.ksyuncdn.com,5,0.01%,10,5,50.00%
hcdnv.zjv6.zjtd.c.cdnhwc2.com,5,0.01%,10,5,50.00%
match.deepintent.com,5,0.01%,5,0,100.00%
a1887.dscq.akamai.net,5,0.01%,10,5,50.00%
googleads4.g.doubleclick.net,5,0.01%,5,0,100.00%
package-search.services.jetbrains.com,5,0.01%,9,4,55.56%
time-ios.g.aaplimg.com,5,0.01%,5,0,100.00%
googlecode.l.googleusercontent.com,5,0.01%,10,5,50.00%
onedscolprdeus14.eastus.cloudapp.azure.com,5,0.01%,5,0,100.00%
webrtcice.video.qq.com,5,0.01%,5,0,100.00%
sslbaidu.jomodns.com,5,0.01%,10,5,50.00%
opencdnbdcharon.jomodns.com,5,0.01%,8,3,62.50%
v1-hwllqv.onewsvod.com,5,0.01%,5,0,100.00%
batch-rgeo.is.autonavi.com.gds.alibabadns.com,5,0.01%,5,0,100.00%
gspe35-ssl.ls.apple.com.download.ks-cdn.com,5,0.01%,10,5,50.00%
spatialsearch.is.autonavi.com.gds.alibabadns.com,5,0.01%,5,0,100.00%
opencdnqiniustaticv6.jomodns.com,5,0.01%,10,5,50.00%
checkip.digitalocean.synology.com,5,0.01%,5,0,100.00%
vconf.f.360.cn,5,0.01%,5,0,100.00%
smtp.nfschina.com,5,0.01%,5,0,100.00%
res.ldmnq.com,5,0.01%,5,0,100.00%
th.bing.com,5,0.01%,5,0,100.00%
sb.scorecardresearch.com,5,0.01%,5,0,100.00%
i0.hdslb.com,5,0.01%,11,6,45.45%
assets2.msn.com,5,0.01%,5,0,100.00%
helpdesktop1.ksmobile.com,5,0.01%,5,0,100.00%
firebaselogging-pa.googleapis.com,5,0.01%,6,1,83.33%
fc1tn.baidu.com,5,0.01%,5,0,100.00%
api.crossref.org,5,0.01%,5,0,100.00%
array609.prod.do.dsp.mp.microsoft.com,5,0.01%,5,0,100.00%
usage.projectcalico.org,5,0.01%,5,0,100.00%
filedownload.lenovo.com,5,0.01%,5,0,100.00%
connectivitycheck.platform.hicloud.com,5,0.01%,10,5,50.00%
update.os.nfschina.com,5,0.01%,5,0,100.00%
zconfig.alibabausercontent.com,5,0.01%,13,8,38.46%
stun.services.mozilla.com,5,0.01%,5,0,100.00%
s-0001.s-msedge.net,4,0.01%,8,4,50.00%
login.im.qcloud.com,4,0.01%,4,0,100.00%
s-ring.msedge.net,4,0.01%,4,0,100.00%
data.bilivideo.com,4,0.01%,4,0,100.00%
pull-flv-l3-enc.douyincdn.com.w.alikunlun.net,4,0.01%,4,0,100.00%
api.github.com,4,0.01%,4,0,100.00%
shcuac.aag436.ccddns.lol,4,0.01%,4,0,100.00%
tracker.moeblog.cn,4,0.01%,6,2,66.67%
content-signature-2.cdn.mozilla.net,4,0.01%,12,8,33.33%
tracker1.myporn.club,4,0.01%,6,2,66.67%
onedscolprdwus05.westus.cloudapp.azure.com,4,0.01%,8,4,50.00%
grpc.biliapi.net,4,0.01%,4,0,100.00%
app.bilibili.com,4,0.01%,4,0,100.00%
docs2.gtimg.com,4,0.01%,4,0,100.00%
tj.psvr.wps.cn,4,0.01%,4,0,100.00%
js1.pcfg.cache.wpscdn.cn,4,0.01%,8,4,50.00%
beacons2.gvt2.com,4,0.01%,4,0,100.00%
array806.prod.do.dsp.mp.microsoft.com,4,0.01%,4,0,100.00%
open.qurl.f.360.cn,4,0.01%,4,0,100.00%
server1.9sheng.cn,4,0.01%,4,0,100.00%
henbt.com,4,0.01%,4,0,100.00%
gorgon.youdao.com,4,0.01%,4,0,100.00%
reports.baidu.com,4,0.01%,4,0,100.00%
ms-ceintl.gallerycdn.azure.cn,4,0.01%,4,0,100.00%
yuri-websocket-serve.app.kdsec.org,4,0.01%,4,0,100.00%
moneytizer-d.openx.net,4,0.01%,4,0,100.00%
ads.themoneytizer.com,4,0.01%,12,8,33.33%
anisaishuu.de,4,0.01%,4,0,100.00%
array803.prod.do.dsp.mp.microsoft.com,4,0.01%,4,0,100.00%
mst.vip.com,4,0.01%,4,0,100.00%
vis.vip.com,4,0.01%,4,0,100.00%
glb-db52c2cf8be544.github.com,4,0.01%,4,0,100.00%
telemetry-in.battle.net,4,0.01%,4,0,100.00%
tracker.internetwarriors.net,4,0.01%,4,0,100.00%
cloudservice22.kingsoft-office-service.com,4,0.01%,4,0,100.00%
nzk.woqu365.com,4,0.01%,4,0,100.00%
learnreport.xiaoeknow.com,4,0.01%,4,0,100.00%
bdimg.share.baidu.com,4,0.01%,4,0,100.00%
qdyn.wps.cn,4,0.01%,4,0,100.00%
ts.qq.com,4,0.01%,35,31,11.43%
sp2.baidu.com,4,0.01%,7,3,57.14%
e673.dsce9.akamaiedge.net,4,0.01%,8,4,50.00%
shortv.cdp.qq.com,4,0.01%,4,0,100.00%
news.qhstatic.com,4,0.01%,4,0,100.00%
mcs.snssdk.com,4,0.01%,9,5,44.44%
addons.g-fox.cn,4,0.01%,4,0,100.00%
bookmarks-ssl.firefoxchina.cn,4,0.01%,4,0,100.00%
p0.qhimgs4.com,4,0.01%,4,0,100.00%
lqimg.dftoutiao.com,4,0.01%,4,0,100.00%
eo91y88m.sched.sma.tdnsstic1.cn,4,0.01%,4,0,100.00%
k-static.xsfaya.com.wswebcdn.com,4,0.01%,4,0,100.00%
offlintab.firefoxchina.cn,4,0.01%,4,0,100.00%
browser.events.data.msn.cn,4,0.01%,6,2,66.67%
download.amd.com,4,0.01%,4,0,100.00%
t11.baidu.com,4,0.01%,5,1,80.00%
os1-7.nigirocloud.com,4,0.01%,4,0,100.00%
nl1-4.nigirocloud.com,4,0.01%,4,0,100.00%
nl3-5.nigirocloud.com,4,0.01%,4,0,100.00%
